Datetime,Close,High,Low,Open,Volume,Collective_Volume,Avg_High_Low,Price_Volume_Product,Daily_Cumulative_Price_Volume,Daily_Cumulative_Volume,VWAP,GOLDUP,GOLD,GOLDLOW,SAR,RSI9,EMA3_RSI,%K,%D,SMA5,EMA18,SMA20,SMA50,EMA50,BBUpperBand2,BBLowerBand2,BBUpperBand1,BBLowerBand1,tenkan,kijun,senkouA,senkouB,IRBLONG,IRBSHORT,GOLDBAR,INGOLDZ,VWAPBAR,PVWAPBAR,BUYORSELL
2026-03-17 11:00:00+05:30,54522.0,54540.15,54501.2,54533.9,0,3727872.0,54520.67,203246093385.0,28056911659233.89,515816520.0,54393.2,54134.36,54069.65,54004.94,54574.55,56.17,57.94,46.77,46.77,54527.57,54498.25,54475.98,54480.66,54464.01,54617.72,54334.23,54546.85,54405.1,54113.99,54228.42,54171.2,54204.79,False,True,False,False,False,False,WAIT
2026-03-17 11:01:00+05:30,54531.85,54538.25,54519.7,54526.9,0,2450640.0,54528.97,133630886336.72,28190542545570.61,518267160.0,54393.84,54134.74,54069.97,54005.19,54573.08,58.49,58.22,71.53,71.53,54523.98,54501.79,54485.15,54482.03,54466.67,54615.39,54354.91,54550.27,54420.03,54119.1,54256.4,54187.75,54214.69,False,False,False,False,False,False,BUY
2026-03-17 11:02:00+05:30,54523.95,54556.15,54523.95,54531.4,0,3377004.0,54540.05,184181963052.77,28374724508623.38,521644164.0,54394.79,54135.31,54070.44,54005.57,54571.65,55.82,57.02,41.4,41.4,54528.19,54504.12,54492.86,54483.23,54468.91,54612.15,54373.57,54552.5,54433.21,54117.61,54254.14,54185.88,54196.18,True,False,False,False,False,False,WAIT
2026-03-17 11:03:00+05:30,54517.05,54526.15,54484.1,54526.15,0,3548844.0,54505.12,193430185825.5,28568154694448.88,525193008.0,54395.54,54135.76,54070.82,54005.87,54570.24,53.43,55.22,45.73,45.73,54525.83,54505.48,54499.38,54484.89,54470.8,54607.98,54390.79,54553.68,54445.09,54104.18,54197.15,54150.66,54151.76,False,True,False,False,False,False,WAIT
2026-03-17 11:04:00+05:30,54499.15,54517.4,54495.05,54513.85,0,2727552.0,54506.22,148668561945.75,28716823256394.64,527920560.0,54396.11,54136.1,54071.1,54006.1,54566.79,47.49,51.35,20.89,20.89,54518.8,54504.82,54504.75,54485.23,54471.91,54600.85,54408.66,54552.8,54456.7,54116.51,54168.16,54142.34,54133.96,False,False,False,False,False,False,WAIT
2026-03-17 11:05:00+05:30,54514.55,54517.85,54496.9,54496.9,0,1624284.0,54507.38,88535457094.5,28805358713489.14,529544844.0,54396.45,54136.31,54071.27,54006.24,54563.48,52.59,51.97,42.26,42.26,54517.31,54505.84,54510.84,54485.06,54473.59,54591.23,54430.45,54551.03,54470.64,54121.35,54186.34,54153.85,54210.49,False,False,False,False,False,False,WAIT
2026-03-17 11:06:00+05:30,54495.65,54518.55,54487.45,54515.4,0,2819952.0,54503.0,153695843856.0,28959054557345.14,532364796.0,54397.01,54136.65,54071.55,54006.46,54560.31,46.37,49.17,27.47,27.47,54510.07,54504.77,54514.19,54484.46,54474.45,54585.18,54443.2,54549.69,54478.69,54099.57,54171.95,54135.76,54110.6,False,False,False,False,False,False,WAIT
2026-03-17 11:07:00+05:30,54481.55,54506.65,54479.2,54493.5,0,2238684.0,54492.92,121992436687.24,29081046994032.38,534603480.0,54397.41,54136.89,54071.75,54006.62,54557.26,42.18,45.67,5.97,5.97,54501.59,54502.32,54518.1,54483.6,54474.73,54569.18,54467.03,54543.64,54492.57,54107.88,54180.95,54144.41,54133.56,True,False,False,False,False,False,WAIT
2026-03-17 11:08:00+05:30,54412.7,54489.85,54412.7,54483.8,0,5459232.0,54451.28,297262145053.31,29378309139085.69,540062712.0,54397.96,54137.21,54072.03,54006.84,54552.58,28.19,36.93,0.0,0.0,54480.72,54492.89,54516.63,54481.46,54472.3,54577.68,54455.58,54547.15,54486.1,54111.82,54099.85,54105.84,54183.94,False,False,False,False,False,False,WAIT
2026-03-17 11:09:00+05:30,54425.55,54436.9,54409.3,54410.2,0,2586120.0,54423.1,140744666361.8,29519053805447.48,542648832.0,54398.08,54137.29,54072.09,54006.89,54541.39,32.86,34.9,14.87,14.87,54466.0,54485.8,54511.83,54478.86,54470.46,54585.12,54438.54,54548.47,54475.18,54097.92,54100.37,54099.14,54182.0,False,False,False,False,False,False,WAIT
2026-03-17 11:10:00+05:30,54440.4,54442.0,54409.95,54427.8,0,4793832.0,54425.97,260908978713.61,29779962784161.1,547442664.0,54398.32,54137.43,54072.21,54006.99,54528.18,38.1,36.5,31.95,31.95,54451.17,54481.02,54508.22,54475.86,54469.28,54588.16,54428.28,54548.19,54468.25,54099.02,54110.84,54104.93,54167.94,False,True,False,False,False,False,WAIT
2026-03-17 11:11:00+05:30,54455.1,54459.15,54439.5,54441.65,0,1453440.0,54449.32,79138825792.5,29859101609953.6,548896104.0,54398.46,54137.51,54072.28,54007.04,54516.29,43.05,39.78,56.86,56.86,54443.06,54478.29,54503.67,54472.62,54468.73,54584.89,54422.45,54544.28,54463.06,54103.06,54131.41,54117.24,54199.91,False,False,False,False,False,False,WAIT
2026-03-17 11:12:00+05:30,54433.55,54469.1,54433.55,54455.5,0,2232492.0,54451.33,121562150068.1,29980663760021.7,551128596.0,54398.67,54137.64,54072.38,54007.13,54505.59,38.04,38.91,40.55,40.55,54433.46,54473.58,54498.4,54468.26,54467.35,54583.55,54413.24,54540.98,54455.82,54099.15,54074.61,54086.88,54228.16,False,False,False,False,False,False,WAIT
2026-03-17 11:13:00+05:30,54382.0,54433.7,54382.0,54428.75,0,5471568.0,54407.85,297696248871.47,30278360008893.16,556600164.0,54398.76,54137.7,54072.43,54007.16,54495.96,28.96,33.93,0.0,0.0,54427.32,54463.94,54491.01,54462.44,54464.0,54589.33,54392.69,54540.17,54441.85,54088.62,54063.74,54076.18,54284.73,False,False,False,False,True,False,WAIT
2026-03-17 11:14:00+05:30,54368.8,54393.25,54365.25,54376.05,0,5561232.0,54379.25,302415625236.0,30580775634129.16,562161396.0,54398.57,54137.58,54072.33,54007.08,54482.29,27.09,30.51,3.42,3.42,54415.97,54453.93,54483.6,54456.94,54460.27,54595.14,54372.07,54539.37,54427.84,54083.86,54084.24,54084.05,54318.02,True,False,False,False,False,False,SELL
2026-03-17 11:15:00+05:30,54352.75,54398.9,54347.95,54369.7,0,4618584.0,54373.42,251128225317.8,30831903859446.96,566779980.0,54398.36,54137.46,54072.23,54007.0,54465.9,24.9,27.71,3.96,3.96,54398.44,54443.28,54473.62,54452.05,54456.05,54594.57,54352.68,54534.1,54413.15,54080.0,54144.9,54112.45,54352.46,True,False,False,False,True,False,SELL
2026-03-17 11:16:00+05:30,54331.05,54367.1,54331.05,54367.1,0,2422236.0,54349.08,131646288870.26,30963550148317.22,569202216.0,54398.15,54137.33,54072.13,54006.92,54447.03,22.17,24.94,0.0,0.0,54373.63,54431.46,54462.69,54447.03,54451.15,54593.77,54331.6,54528.23,54397.14,54070.35,54141.22,54105.79,54332.79,False,False,False,False,False,False,SELL
2026-03-17 11:17:00+05:30,54312.05,54333.85,54307.9,54333.85,0,3163440.0,54320.88,171840828810.0,31135390977127.22,572365656.0,54397.73,54137.07,54071.91,54006.75,54426.15,20.01,22.48,4.56,4.56,54349.33,54418.89,54453.14,54442.23,54445.7,54598.87,54307.42,54526.0,54380.28,54039.64,54162.05,54100.85,54291.74,False,False,False,False,False,False,SELL
2026-03-17 11:18:00+05:30,54337.95,54346.5,54307.8,54311.8,0,2903016.0,54327.15,157712586818.39,31293103563945.61,575268672.0,54397.37,54136.86,54071.73,54006.61,54402.5,30.41,26.44,33.1,33.1,54340.52,54410.37,54443.6,54438.34,54441.47,54593.39,54293.8,54518.5,54368.7,54055.69,54177.82,54116.76,54304.82,False,False,False,False,False,False,SELL
2026-03-17 11:19:00+05:30,54322.75,54366.5,54322.75,54337.65,0,5664780.0,54344.62,307850344807.5,31600953908753.11,580933452.0,54396.86,54136.55,54071.48,54006.4,54383.56,28.01,27.23,25.21,25.21,54331.31,54401.15,54433.02,54435.72,54436.81,54585.7,54280.34,54509.36,54356.68,54057.18,54155.96,54106.57,54247.56,True,False,False,False,False,False,SELL
2026-03-17 11:20:00+05:30,54341.3,54345.65,54321.05,54323.4,0,3996324.0,54333.35,217133669044.34,31818087577797.44,584929776.0,54396.42,54136.29,54071.26,54006.23,54368.41,35.05,31.14,57.07,57.07,54329.02,54394.85,54423.98,54434.82,54433.07,54575.88,54272.09,54499.93,54348.04,54062.62,54154.13,54108.38,54240.43,False,False,False,False,False,False,WAIT
2026-03-17 11:21:00+05:30,54281.5,54351.9,54264.35,54341.8,0,7334832.0,54308.12,398340973110.0,32216428550907.44,592264608.0,54395.33,54135.64,54070.71,54005.79,54356.29,25.87,28.5,16.79,16.79,54319.11,54382.92,54411.47,54431.93,54427.12,54567.15,54255.79,54489.31,54333.63,54050.4,54180.31,54115.35,54171.66,False,False,False,False,False,False,SELL
2026-03-17 11:22:00+05:30,54297.65,54316.7,54278.65,54282.0,0,3062016.0,54297.67,166260346024.5,32382688896931.94,595326624.0,54394.83,54135.33,54070.46,54005.59,54337.9,31.34,29.92,32.6,32.6,54316.23,54373.94,54400.15,54429.87,54422.05,54554.3,54246.01,54477.22,54323.08,54033.37,54184.12,54108.75,54115.74,True,False,False,False,False,False,SELL
2026-03-17 11:23:00+05:30,54283.75,54297.45,54261.65,54297.35,0,3721188.0,54279.55,201984405744.63,32584673302676.58,599047812.0,54394.11,54134.9,54070.1,54005.3,54323.19,29.25,29.58,24.49,24.49,54305.39,54364.45,54388.49,54428.22,54416.62,54540.68,54236.29,54464.58,54312.39,54013.78,54131.53,54072.65,54127.62,False,True,False,False,False,False,SELL
2026-03-17 11:24:00+05:30,54257.8,54285.3,54247.8,54282.6,0,5093556.0,54266.55,276409715331.14,32861083018007.72,604141368.0,54393.04,54134.26,54069.57,54004.87,54310.88,25.66,27.62,9.61,9.61,54292.4,54353.22,54376.42,54426.61,54410.4,54529.94,54222.9,54453.18,54299.66,54010.58,54159.62,54085.1,54121.78,False,False,False,False,False,False,SELL
2026-03-17 11:25:00+05:30,54204.4,54267.65,54204.4,54257.05,0,5665488.0,54236.02,307273539952.88,33168356557960.6,609806856.0,54391.58,54133.38,54068.84,54004.29,54298.27,19.98,23.8,0.0,0.0,54265.02,54337.56,54360.91,54424.05,54402.32,54518.29,54203.54,54439.6,54282.22,54005.88,54183.6,54094.74,54125.66,False,False,False,False,False,False,SELL
2026-03-17 11:26:00+05:30,54203.25,54217.05,54185.65,54198.95,0,7456644.0,54201.35,404160168356.65,33572516726317.24,617263500.0,54389.28,54132.01,54067.69,54003.37,54279.49,19.87,21.84,15.74,15.74,54249.37,54323.42,54346.29,54421.79,54394.51,54505.29,54187.3,54425.79,54266.8,53982.59,54158.82,54070.71,54081.42,False,False,False,False,False,False,SELL
2026-03-17 11:27:00+05:30,54203.9,54220.35,54195.05,54201.5,0,2582076.0,54207.7,139968404211.07,33712485130528.31,619845576.0,54388.52,54131.55,54067.31,54003.07,54260.72,20.14,20.99,18.31,18.31,54230.62,54310.84,54332.41,54418.5,54387.04,54490.16,54174.66,54411.28,54253.54,53994.62,54169.0,54081.81,54079.05,True,False,False,False,False,False,SELL
2026-03-17 11:28:00+05:30,54208.5,54243.2,54201.75,54204.8,0,5833092.0,54222.47,316284682864.15,34028769813392.46,625678668.0,54386.97,54130.62,54066.53,54002.45,54245.71,22.24,21.61,27.87,27.87,54215.57,54300.07,54322.2,54414.76,54380.03,54484.44,54159.96,54403.32,54241.08,53998.04,54173.32,54085.68,54073.84,True,False,False,False,False,False,SELL
2026-03-17 11:29:00+05:30,54225.1,54230.65,54200.9,54207.5,0,3890616.0,54215.77,210932755588.31,34239702568980.78,629569284.0,54385.92,54129.99,54066.01,54002.02,54243.2,29.71,25.66,68.55,68.55,54209.03,54292.18,54312.18,54410.97,54373.96,54472.28,54152.07,54392.23,54232.12,54003.34,54170.3,54086.82,54130.29,False,False,False,False,False,False,WAIT
2026-03-17 11:30:00+05:30,54236.75,54260.75,54227.45,54227.45,0,4913364.0,54244.1,266521006233.12,34506223575213.89,634482648.0,54384.82,54129.33,54065.46,54001.58,54185.65,34.67,30.17,63.47,63.47,54215.5,54286.34,54302.0,54408.04,54368.58,54453.43,54150.56,54377.71,54226.28,53990.38,54158.17,54074.28,54149.3,True,False,False,False,False,False,WAIT
2026-03-17 11:31:00+05:30,54256.3,54274.0,54237.4,54237.6,0,3103884.0,54255.7,168403396713.89,34674626971927.78,637586532.0,54384.19,54128.95,54065.14,54001.33,54187.15,42.35,36.26,75.79,75.79,54226.11,54283.18,54292.06,54406.2,54364.17,54426.3,54157.81,54359.18,54224.93,54000.32,54171.73,54086.02,54171.15,False,False,False,False,False,False,WAIT
2026-03-17 11:32:00+05:30,54240.85,54257.0,54228.15,54252.0,0,4384956.0,54242.57,237851301275.95,34912478273203.74,641971488.0,54383.22,54128.37,54064.66,54000.95,54190.63,38.34,37.3,54.65,54.65,54233.5,54278.72,54282.42,54403.62,54359.34,54400.61,54164.23,54341.51,54223.33,53981.24,54136.8,54059.02,54109.54,False,False,False,False,False,False,WAIT
2026-03-17 11:33:00+05:30,54225.75,54275.05,54225.75,54242.8,0,3026088.0,54250.4,164166485617.27,35076644758821.0,644997576.0,54382.6,54128.0,54064.35,54000.7,54193.96,34.73,36.02,0.0,0.0,54236.95,54273.15,54274.61,54400.4,54354.1,54385.51,54163.7,54330.06,54219.15,53981.53,54141.38,54061.46,54093.4,True,False,False,False,False,False,SELL
2026-03-17 11:34:00+05:30,54209.85,54238.25,54204.15,54225.75,0,4515612.0,54221.2,244841897846.58,35321486656667.58,649513188.0,54381.48,54127.32,54063.79,54000.25,54198.83,31.24,33.63,8.04,8.04,54233.9,54266.48,54266.66,54396.76,54348.44,54371.77,54161.55,54319.22,54214.1,53958.07,54091.48,54024.78,54116.25,False,False,False,False,False,False,SELL
2026-03-17 11:35:00+05:30,54204.15,54237.8,54202.55,54210.55,0,4409712.0,54220.18,239095359784.69,35560582016452.26,653922900.0,54380.39,54126.67,54063.24,53999.81,54275.05,30.03,31.83,2.21,2.21,54227.38,54259.92,54259.23,54392.99,54342.78,54359.62,54158.84,54309.43,54209.03,53956.04,54103.34,54029.69,54138.09,True,False,False,False,False,False,SELL
2026-03-17 11:36:00+05:30,54209.85,54214.45,54182.8,54202.55,0,4757676.0,54198.62,257859497395.5,35818441513847.76,658680576.0,54379.08,54125.88,54062.59,53999.29,54273.6,32.96,32.4,29.32,29.32,54218.09,54254.65,54253.17,54388.61,54337.57,54349.87,54156.47,54301.52,54204.82,53950.75,54106.26,54028.5,54138.31,False,True,False,False,False,False,SELL
2026-03-17 11:37:00+05:30,54249.9,54251.75,54209.2,54209.2,0,6885420.0,54230.47,373399594484.88,36191841108332.65,665565996.0,54377.54,54124.96,54061.82,53998.67,54269.97,49.66,41.03,97.32,97.32,54219.9,54254.15,54250.06,54385.55,54334.13,54342.71,54157.42,54296.39,54203.74,54001.39,54151.09,54076.24,54183.94,False,False,False,False,False,False,WAIT
2026-03-17 11:38:00+05:30,54304.45,54313.95,54252.9,54256.0,0,3431568.0,54283.42,186277260139.03,36378118368471.68,668997564.0,54377.06,54124.67,54061.58,53998.48,54182.8,63.56,52.29,92.76,92.76,54235.64,54259.45,54248.39,54382.79,54332.97,54335.38,54161.39,54291.89,54204.89,54050.18,54146.16,54098.17,54220.61,False,False,False,False,False,False,WAIT
2026-03-17 11:39:00+05:30,54270.95,54304.35,54270.95,54301.45,0,3178896.0,54287.65,172574794676.16,36550693163147.84,672176460.0,54376.63,54124.42,54061.36,53998.31,54185.42,53.38,52.83,67.21,67.21,54247.86,54260.66,54245.8,54377.78,54330.54,54326.31,54165.28,54286.06,54205.54,54000.88,54063.51,54032.19,54121.78,False,False,False,False,False,False,WAIT
2026-03-17 11:40:00+05:30,54292.7,54310.3,54268.85,54270.1,0,1870116.0,54289.58,101527805032.24,36652220968180.08,674046576.0,54376.39,54124.27,54061.24,53998.21,54187.99,58.26,55.55,79.71,79.71,54265.57,54264.03,54243.37,54373.38,54329.05,54314.09,54172.65,54278.73,54208.01,54017.07,54070.17,54043.62,54183.49,False,False,False,False,False,False,WAIT
2026-03-17 11:41:00+05:30,54307.65,54310.5,54288.4,54294.0,0,1869540.0,54299.45,101514992292.42,36753735960472.5,675916116.0,54376.18,54124.15,54061.14,53998.13,54190.51,61.39,58.47,89.68,89.68,54285.13,54268.62,54244.68,54368.61,54328.21,54319.23,54170.12,54281.95,54207.4,54027.61,54045.38,54036.49,54239.18,False,False,False,False,False,False,WAIT
2026-03-17 11:42:00+05:30,54296.0,54322.9,54294.7,54306.8,0,4651368.0,54308.8,252610208987.58,37006346169460.08,680567484.0,54375.72,54123.87,54060.91,53997.94,54192.98,57.6,58.04,50.23,50.23,54294.35,54271.5,54244.59,54363.75,54326.95,54318.9,54170.29,54281.75,54207.44,54023.47,54023.42,54023.44,54216.65,True,False,False,False,False,False,WAIT
2026-03-17 11:43:00+05:30,54313.85,54320.45,54295.85,54297.45,0,2028192.0,54308.15,110147356157.06,37116493525617.14,682595676.0,54375.52,54123.75,54060.81,53997.86,54198.18,61.68,59.86,83.26,83.26,54296.23,54275.96,54246.1,54359.43,54326.44,54324.83,54167.36,54285.46,54206.73,54046.29,54024.72,54035.51,54267.58,False,False,False,False,False,False,WAIT
2026-03-17 11:44:00+05:30,54294.5,54316.15,54259.4,54313.15,0,2105616.0,54287.77,114309204354.38,37230802729971.52,684701292.0,54375.25,54123.59,54060.67,53997.76,54203.17,55.21,57.53,55.28,55.28,54300.94,54277.91,54247.93,54354.99,54325.18,54329.48,54166.39,54288.7,54207.16,54019.65,54018.5,54019.08,54234.09,False,True,False,False,False,False,WAIT
2026-03-17 11:45:00+05:30,54298.8,54303.05,54290.65,54294.5,0,1433496.0,54296.85,77834316727.64,37308637046699.16,686134788.0,54375.08,54123.49,54060.59,53997.69,54207.96,56.35,56.94,62.05,62.05,54302.16,54280.11,54252.65,54349.91,54324.15,54334.51,54170.79,54293.58,54211.72,54026.59,54015.78,54021.18,54233.63,False,False,False,False,False,False,WAIT
2026-03-17 11:46:00+05:30,54326.25,54328.7,54296.65,54300.25,0,3034620.0,54312.67,164818326252.3,37473455372951.46,689169408.0,54374.81,54123.32,54060.45,53997.58,54212.55,63.12,60.03,96.46,96.46,54305.88,54284.97,54258.8,54345.44,54324.23,54343.47,54174.14,54301.14,54216.47,54045.74,54048.62,54047.18,54247.54,False,False,False,False,False,False,WAIT
2026-03-17 11:47:00+05:30,54315.9,54348.65,54312.15,54324.85,0,2158020.0,54330.4,117246086436.09,37590701459387.56,691327428.0,54374.67,54123.24,54060.38,53997.53,54219.52,59.23,59.63,63.31,63.31,54309.86,54288.22,54264.4,54341.7,54323.91,54348.59,54180.21,54306.5,54222.31,54014.67,54033.78,54024.23,54247.35,True,False,False,False,False,False,WAIT
2026-03-17 11:48:00+05:30,54268.65,54315.4,54268.65,54314.45,0,1847760.0,54292.02,100318629226.88,37691020088614.43,693175188.0,54374.45,54123.11,54060.27,53997.44,54229.85,44.97,52.3,0.0,0.0,54300.82,54286.16,54267.41,54336.5,54321.74,54347.38,54187.44,54307.4,54227.42,53992.43,54011.0,54001.71,54272.81,False,False,False,False,False,False,WAIT
2026-03-17 11:49:00+05:30,54284.3,54293.45,54268.75,54268.75,0,2050680.0,54281.1,111313165346.95,37802333253961.38,695225868.0,54374.18,54122.94,54060.14,53997.33,54239.36,49.5,50.9,19.56,19.56,54298.78,54285.97,54270.37,54331.5,54320.27,54348.1,54192.64,54309.24,54231.5,53999.43,54007.43,54003.43,54236.1,False,False,False,False,False,False,WAIT
2026-03-17 11:50:00+05:30,54322.0,54330.25,54278.45,54284.3,0,1578948.0,54304.35,85743744207.02,37888076998168.4,696804816.0,54374.02,54122.85,54060.06,53997.26,54248.1,58.71,54.81,66.69,66.69,54303.42,54289.76,54274.63,54327.5,54320.34,54353.94,54195.33,54314.28,54234.98,54027.74,54090.89,54059.32,54280.08,False,False,False,False,False,False,WAIT
2026-03-17 11:51:00+05:30,54352.4,54375.1,54320.65,54320.65,0,2905296.0,54347.88,157896663846.0,38045973662014.4,699710112.0,54373.91,54122.78,54060.0,53997.22,54256.14,64.57,59.69,78.68,78.68,54308.65,54296.35,54279.44,54323.91,54321.6,54365.43,54193.45,54322.43,54236.44,54058.65,54158.79,54108.72,54262.29,False,False,False,False,True,False,WAIT
2026-03-17 11:52:00+05:30,54366.9,54369.65,54347.9,54352.8,0,1892436.0,54358.77,102870499768.97,38148844161783.38,701602548.0,54373.87,54122.76,54059.98,53997.2,54268.04,67.08,63.38,92.29,92.29,54318.85,54303.78,54285.74,54320.77,54323.37,54378.07,54193.41,54331.9,54239.58,54052.39,54153.47,54102.93,54209.14,False,False,False,False,False,False,WAIT
2026-03-17 11:53:00+05:30,54325.65,54368.0,54322.05,54366.0,0,2660184.0,54345.03,144567767023.73,38293411928807.11,704262732.0,54373.76,54122.69,54059.93,53997.16,54278.75,54.69,59.04,48.84,48.84,54330.25,54306.08,54290.74,54316.94,54323.46,54380.16,54201.31,54335.45,54246.02,54028.55,54099.33,54063.94,54224.36,False,False,False,False,False,False,WAIT
2026-03-17 11:54:00+05:30,54312.4,54337.35,54309.2,54326.3,0,1788480.0,54323.28,97156091570.62,38390568020377.74,706051212.0,54373.63,54122.62,54059.86,53997.11,54288.38,51.27,55.15,4.86,4.86,54335.87,54306.75,54295.86,54313.21,54323.03,54377.15,54214.58,54336.51,54255.22,54011.82,54076.55,54044.19,54218.84,False,False,False,False,False,False,WAIT
2026-03-17 11:55:00+05:30,54287.45,54320.05,54287.45,54315.25,0,2034084.0,54303.75,110458389015.0,38501026409392.74,708085296.0,54373.43,54122.5,54059.76,53997.03,54375.1,45.27,50.21,0.0,0.0,54328.96,54304.72,54300.03,54308.66,54321.63,54369.15,54230.9,54334.59,54265.46,54010.46,54039.09,54024.78,54227.13,False,False,False,False,False,False,WAIT
2026-03-17 11:56:00+05:30,54255.95,54288.75,54243.9,54282.75,0,4024428.0,54266.32,218390914643.02,38719417324035.75,712109724.0,54372.82,54122.13,54059.46,53996.79,54373.35,38.82,44.51,9.71,9.71,54309.67,54299.58,54302.33,54303.87,54319.06,54361.1,54243.57,54331.71,54272.95,53998.8,53991.61,53995.2,54222.01,False,False,False,False,False,False,WAIT
2026-03-17 11:57:00+05:30,54284.15,54291.7,54249.95,54249.95,0,2141100.0,54270.82,116199261734.77,38835616585770.52,714250824.0,54372.52,54121.95,54059.31,53996.66,54368.17,46.5,45.51,43.07,43.07,54293.12,54297.96,54304.04,54299.92,54317.69,54358.19,54249.9,54331.12,54276.97,54005.03,54037.23,54021.13,54267.86,False,False,False,False,False,False,SELL
2026-03-17 11:58:00+05:30,54309.65,54312.4,54277.95,54282.4,0,2289432.0,54295.17,124305108407.67,38959921694178.19,716540256.0,54372.27,54121.8,54059.18,53996.57,54363.2,52.56,49.03,86.34,86.34,54289.92,54299.19,54304.31,54297.86,54317.37,54358.51,54250.1,54331.41,54277.2,54018.69,54073.1,54045.9,54230.24,False,False,False,False,False,False,WAIT
2026-03-17 11:59:00+05:30,54330.8,54338.95,54306.25,54309.2,0,2466108.0,54322.6,133965397477.48,39093887091655.66,719006364.0,54372.1,54121.7,54059.1,53996.5,54358.43,57.09,53.06,91.43,91.43,54293.6,54302.52,54307.3,54295.97,54317.9,54360.34,54254.25,54333.82,54280.78,54023.98,54105.18,54064.58,54200.0,False,False,False,False,False,False,WAIT
2026-03-17 12:00:00+05:30,54300.35,54335.55,54299.9,54331.55,0,2359380.0,54317.72,128156153088.87,39222043244744.53,721365744.0,54371.92,54121.59,54059.01,53996.43,54353.85,49.44,51.25,56.63,56.63,54296.18,54302.29,54307.68,54293.16,54317.21,54360.39,54254.97,54334.04,54281.32,54021.86,54064.85,54043.35,54116.86,False,False,False,False,False,False,WAIT
2026-03-17 12:01:00+05:30,54350.6,54354.15,54293.85,54303.6,0,2596332.0,54324.0,141043139568.0,39363086384312.53,723962076.0,54371.75,54121.49,54058.92,53996.36,54243.9,59.51,55.38,95.34,95.34,54315.11,54307.37,54309.83,54291.08,54318.52,54365.92,54253.73,54337.88,54281.78,54046.58,54172.28,54109.43,54183.1,False,False,False,False,False,False,BUY
2026-03-17 12:02:00+05:30,54354.85,54355.7,54337.65,54349.4,0,2166024.0,54346.67,117716199831.89,39480802584144.42,726128100.0,54371.68,54121.44,54058.89,53996.33,54246.1,60.27,57.82,98.63,98.63,54329.25,54312.37,54312.77,54289.5,54319.94,54371.9,54253.64,54342.34,54283.2,54031.55,54121.32,54076.44,54113.04,False,True,False,False,False,False,BUY
2026-03-17 12:03:00+05:30,54326.3,54356.5,54324.7,54346.45,0,1984812.0,54340.6,107855874191.88,39588658458336.3,728112912.0,54371.59,54121.39,54058.84,53996.29,54250.49,52.84,55.33,51.8,51.8,54332.58,54313.84,54313.39,54288.39,54320.19,54372.84,54253.95,54343.11,54283.67,54020.58,54066.88,54043.73,54144.75,False,False,False,False,False,False,WAIT
2026-03-17 12:04:00+05:30,54329.0,54340.15,54319.0,54325.5,0,2120700.0,54329.57,115216728045.7,39703875186382.01,730233612.0,54371.47,54121.32,54058.78,53996.25,54256.85,53.45,54.39,56.11,56.11,54332.22,54315.43,54315.12,54287.59,54320.54,54374.25,54255.98,54344.69,54285.55,54026.09,54030.4,54028.25,54120.39,True,False,False,False,False,False,WAIT
2026-03-17 12:05:00+05:30,54350.4,54354.55,54318.45,54324.1,0,3274164.0,54336.5,177906612186.0,39881781798568.01,733507776.0,54371.31,54121.23,54058.7,53996.18,54262.83,58.26,56.33,83.97,83.97,54342.23,54319.11,54317.7,54287.54,54321.71,54378.32,54257.07,54348.01,54287.39,54059.65,54095.4,54077.53,54088.3,False,False,False,False,False,False,BUY
2026-03-17 12:06:00+05:30,54355.15,54365.3,54342.5,54349.3,0,2292588.0,54353.9,124611099788.74,40006392898356.75,735800364.0,54371.26,54121.19,54058.68,53996.16,54268.45,59.32,57.82,78.34,78.34,54343.14,54322.91,54319.14,54288.03,54323.02,54381.96,54256.32,54350.55,54287.73,54049.43,54070.57,54060.0,54045.75,False,False,False,False,False,False,BUY
2026-03-17 12:07:00+05:30,54362.5,54373.95,54343.4,54356.05,0,2444472.0,54358.67,132878256129.98,40139271154486.74,738244836.0,54371.22,54121.17,54058.66,53996.14,54276.2,61.02,59.42,79.37,79.37,54344.67,54327.08,54321.47,54289.04,54324.57,54387.18,54255.77,54354.32,54288.62,54047.5,54071.35,54059.43,54049.44,False,False,False,False,True,False,BUY
2026-03-17 12:08:00+05:30,54375.35,54384.5,54362.85,54364.3,0,1649004.0,54373.68,89662408857.98,40228933563344.72,739893840.0,54371.22,54121.17,54058.66,53996.15,54285.97,64.0,61.71,86.15,86.15,54354.48,54332.16,54326.81,54289.78,54326.56,54391.78,54261.84,54359.29,54294.32,54055.9,54102.52,54079.21,54102.49,False,False,False,False,True,False,BUY
2026-03-17 12:09:00+05:30,54375.35,54375.35,54359.9,54373.9,0,3356028.0,54367.62,182459271793.5,40411392835138.22,743249868.0,54371.21,54121.16,54058.65,53996.14,54297.8,64.0,62.86,78.21,78.21,54363.75,54336.7,54331.36,54290.84,54328.47,54396.55,54266.17,54363.95,54298.77,54054.46,54070.46,54062.46,54092.76,False,True,False,False,True,False,BUY
