,Close,High,Low,Open,Volume,Collective_Volume,Avg_High_Low,Price_Volume_Product,Daily_Cumulative_Price_Volume,Daily_Cumulative_Volume,VWAP,GOLDUP,GOLD,GOLDLOW,SAR,RSI9,EMA3_RSI,%K,%D,SMA5,EMA18,SMA20,SMA50,EMA50,BBUpperBand2,BBLowerBand2,BBUpperBand1,BBLowerBand1,kLowerBand,kMiddleLine,kUpperBand,TTMSQ,diff,tenkan,kijun,senkouA,senkouB,senkouA_lead,senkouB_lead,IRBLONG,IRBSHORT,GOLDBAR,INGOLDZ,VWAPBAR,PVWAPBAR,PREHIGH,PRELOW,PIVOT,R1,R2,R3,S3,S2,S1,UpBB2IRB,LowBB2IRB,UpBB1IRB,LowBB1IRB,SMA5IRB,TOP1VOL,TOP2VOL,TOP3VOL,BUYORSELL
2026-05-19 14:00:00+05:30,23715.05,23719.45,23684.55,23689.1,0,289818540,23702.0,6869279035080.0,383207624018054.9,16150532420,23727.24,23750.25,23746.42,23742.58,23719.79,49.54,42.68,90.32,90.32,23701.03,23716.67,23721.34,23731.21,23725.87,23753.88,23688.8,23737.61,23705.07,23683.17,23717.79,23752.41,True,-4.52,11866.29,11883.9,11875.1,11918.31,11903.58,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-19 14:05:00+05:30,23704.95,23719.5,23704.6,23714.9,0,178678500,23712.05,4236833491026.86,387444457509081.7,16329210920,23727.08,23750.19,23746.34,23742.48,23674.0,44.68,43.68,68.02,68.02,23702.7,23715.44,23718.96,23731.76,23724.96,23748.74,23689.18,23733.85,23704.07,23683.12,23716.57,23750.02,True,-12.81,11866.29,11883.9,11875.1,11918.31,11903.58,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-19 14:10:00+05:30,23717.5,23725.35,23700.7,23705.35,0,292477790,23713.02,6935532974841.04,394379990483922.75,16621688710,23726.83,23750.09,23746.21,23742.34,23674.91,51.36,47.52,84.71,84.71,23705.43,23715.65,23718.04,23732.14,23724.64,23746.75,23689.34,23732.4,23703.69,23682.87,23716.66,23750.45,True,0.15,11866.29,11883.9,11875.1,11918.31,11902.81,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-19 14:15:00+05:30,23715.85,23736.55,23715.4,23717.35,0,255925615,23725.98,6072084893306.04,400452075377228.8,16877614325,23726.82,23750.08,23746.21,23742.33,23676.93,50.46,48.99,60.19,60.19,23708.56,23715.67,23716.79,23731.98,23724.26,23743.38,23690.19,23730.09,23703.49,23682.99,23716.58,23750.17,True,-0.83,11866.29,11883.9,11875.1,11918.31,11902.38,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,WAIT
2026-05-19 14:20:00+05:30,23710.5,23726.95,23699.7,23716.2,0,270417235,23713.32,6412491567892.91,406864566945121.7,17148031560,23726.6,23750.0,23746.1,23742.2,23680.5,47.42,48.2,29.31,29.31,23712.77,23715.13,23715.41,23731.1,23723.67,23740.15,23690.67,23727.78,23703.04,23681.72,23716.0,23750.29,True,-5.2,11866.29,11883.9,11875.1,11918.31,11900.32,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-19 14:25:00+05:30,23703.1,23718.45,23701.35,23710.15,0,293217925,23709.9,6952167508150.12,413816734453271.8,17441249485,23726.32,23749.89,23745.96,23742.03,23683.87,43.36,45.78,9.23,9.23,23710.38,23713.86,23714.14,23730.64,23722.79,23738.66,23689.62,23726.4,23701.88,23681.31,23714.77,23748.24,True,-11.36,11866.29,11883.9,11875.1,11918.31,11900.1,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,SELL
2026-05-19 14:30:00+05:30,23701.55,23705.3,23690.2,23703.15,0,292416685,23697.75,6929617496958.75,420746351950230.56,17733666170,23725.85,23749.7,23745.72,23741.75,23687.03,42.5,44.14,24.49,24.49,23709.7,23712.56,23712.8,23729.88,23721.89,23737.0,23688.61,23724.9,23700.71,23681.08,23713.51,23745.95,True,-11.61,11866.29,11883.9,11875.1,11916.59,11899.66,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,SELL
2026-05-19 14:35:00+05:30,23680.9,23701.65,23672.25,23701.2,0,326353390,23686.95,7730316495001.4,428476668445231.94,18060019560,23725.15,23749.42,23745.37,23741.33,23736.55,32.79,38.47,15.81,15.81,23702.38,23709.23,23710.66,23728.48,23720.15,23738.15,23683.18,23724.41,23696.92,23676.86,23710.41,23743.95,True,-29.64,11866.29,11883.9,11875.1,11910.71,11899.66,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-19 14:40:00+05:30,23657.9,23691.35,23649.0,23682.0,0,329201565,23670.17,7792258589526.69,436268927034758.75,18389221125,23724.17,23749.02,23744.88,23740.74,23735.26,25.49,31.98,12.81,12.81,23690.79,23703.82,23707.88,23726.74,23717.53,23744.04,23671.73,23725.96,23689.81,23669.01,23705.41,23741.81,True,-48.74,11860.29,11879.46,11869.87,11903.65,11898.18,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-19 14:45:00+05:30,23652.7,23657.75,23632.75,23657.2,0,333535180,23645.25,7886522714895.0,444155449749653.7,18722756305,23722.76,23748.46,23744.18,23739.89,23731.81,24.12,28.05,27.5,27.5,23679.23,23698.44,23704.28,23724.74,23714.8,23747.1,23661.46,23725.69,23682.87,23663.86,23700.39,23736.91,False,-49.63,11846.74,11867.31,11857.03,11891.62,11898.18,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,SELL
2026-05-19 14:50:00+05:30,23649.75,23666.9,23644.55,23653.0,0,329002465,23655.73,7782792029137.01,451938241778790.75,19051758770,23721.6,23748.0,23743.6,23739.2,23725.87,23.32,25.69,24.67,24.67,23668.56,23693.31,23701.31,23722.45,23712.07,23750.47,23652.14,23725.89,23676.72,23659.32,23695.56,23731.8,False,-48.69,11846.74,11867.31,11857.03,11891.62,11897.85,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,SELL
2026-05-19 14:55:00+05:30,23655.75,23665.45,23646.25,23647.25,0,348284860,23655.85,8238974269382.23,460177216048172.9,19400043630,23720.42,23747.52,23743.01,23738.49,23720.28,28.72,27.2,39.25,39.25,23659.4,23689.35,23697.65,23720.42,23709.71,23749.0,23646.3,23723.32,23671.97,23656.24,23691.77,23727.3,False,-38.96,11846.74,11867.31,11857.03,11891.62,11895.8,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,SELL
2026-05-19 15:00:00+05:30,23631.65,23659.3,23623.75,23655.15,0,792019580,23641.53,18724551010442.15,478901767058615.06,20192063210,23717.33,23746.29,23741.46,23736.63,23715.03,21.79,24.5,18.31,18.31,23649.55,23683.28,23692.6,23718.22,23706.45,23749.07,23636.13,23720.83,23664.36,23648.82,23686.05,23723.27,False,-57.67,11846.7,11867.31,11857.01,11890.52,11895.65,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-19 15:05:00+05:30,23625.8,23642.65,23624.5,23632.35,0,714916840,23633.58,16896040896535.2,495797807955150.25,20906980050,23714.46,23745.14,23740.03,23734.92,23707.73,20.44,22.47,4.75,4.75,23643.13,23677.23,23687.66,23715.3,23703.09,23749.38,23625.93,23718.52,23656.8,23644.04,23680.31,23716.58,False,-58.18,11841.72,11864.2,11852.96,11886.21,11894.09,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,SELL
2026-05-19 15:10:00+05:30,23624.55,23628.2,23609.7,23625.6,0,759842105,23618.95,17946672092263.1,513744480047413.4,21666822155,23711.11,23743.8,23738.35,23732.91,23701.01,20.14,21.31,26.64,26.64,23637.5,23671.68,23682.34,23712.76,23699.83,23746.65,23618.03,23714.49,23650.19,23639.54,23675.0,23710.46,False,-54.12,11834.56,11856.46,11845.51,11877.5,11890.42,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,SELL
2026-05-19 15:15:00+05:30,23609.65,23629.2,23601.3,23624.4,0,747267070,23615.25,17646898674817.5,531391378722230.9,22414089225,23707.92,23742.52,23736.76,23730.99,23691.88,16.84,19.07,14.4,14.4,23629.48,23665.15,23677.36,23710.07,23696.09,23748.01,23606.71,23712.69,23642.04,23632.7,23668.77,23704.85,False,-63.42,11834.13,11855.03,11844.58,11874.89,11887.91,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-19 15:20:00+05:30,23597.6,23612.5,23593.55,23609.05,0,791497520,23603.03,18681736061176.72,550073114783407.6,23205586745,23704.34,23741.09,23734.97,23728.84,23681.01,14.65,16.86,8.25,8.25,23617.85,23658.04,23672.41,23707.62,23692.02,23750.83,23593.99,23711.62,23633.2,23626.65,23662.0,23697.34,False,-69.6,11826.86,11848.92,11837.89,11868.1,11887.91,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-19 15:25:00+05:30,23606.15,23607.15,23587.25,23597.0,0,634088620,23597.2,14962716107709.43,565035830891117.0,23839675365,23701.49,23739.95,23733.54,23727.13,23668.77,22.67,19.77,45.05,45.05,23612.75,23652.57,23667.53,23705.6,23688.47,23749.78,23585.27,23708.65,23626.4,23621.86,23656.68,23691.5,False,-55.95,11821.45,11844.67,11833.06,11865.51,11887.91,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-20 09:15:00+05:30,23460.65,23467.1,23403.75,23457.25,0,0,23435.42,0.0,0.0,0,,,,,23655.72,8.1,13.93,25.24,25.24,23579.72,23632.37,23655.55,23700.54,23679.09,23777.81,23533.29,23716.68,23594.42,23577.59,23638.01,23698.43,False,-186.13,11760.26,11778.49,11769.37,11794.23,11887.91,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-20 09:20:00+05:30,23458.7,23464.85,23442.45,23459.9,0,560404240,23453.65,13143524575114.14,13143524575114.14,560404240,23453.65,23640.82,23609.62,23578.43,23610.37,8.02,10.98,26.32,26.32,23546.55,23614.08,23644.01,23695.16,23670.03,23793.35,23494.67,23718.68,23569.34,23563.07,23620.93,23678.79,False,-173.77,11760.26,11778.49,11769.37,11794.23,11887.91,11949.67,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-20 09:25:00+05:30,23477.55,23480.9,23453.75,23458.4,0,354526260,23467.33,8319783033697.91,21463307608812.05,914930500,23458.95,23642.94,23612.27,23581.61,23573.18,16.71,13.85,36.28,36.28,23520.13,23599.71,23632.14,23690.33,23662.13,23794.86,23469.41,23713.5,23550.77,23551.04,23607.28,23663.51,False,-142.16,11760.26,11778.49,11769.37,11794.23,11886.49,11936.28,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-20 09:30:00+05:30,23520.15,23524.9,23473.5,23476.95,0,343321660,23499.2,8067784419727.01,29531092028539.06,1258252160,23469.93,23647.33,23617.76,23588.2,23542.68,32.85,23.35,96.08,96.08,23504.64,23591.33,23622.9,23686.25,23656.32,23789.16,23456.63,23706.03,23539.76,23540.76,23598.98,23657.2,False,-90.79,11760.26,11778.49,11769.37,11794.23,11883.41,11931.77,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 09:35:00+05:30,23534.75,23535.6,23506.1,23521.65,0,332999040,23520.85,7832420339906.25,37363512368445.31,1591251200,23480.59,23651.59,23623.09,23594.59,23403.75,37.52,30.43,99.09,99.09,23490.36,23585.37,23613.76,23681.95,23651.35,23778.21,23449.31,23695.99,23531.53,23535.97,23592.86,23649.75,False,-68.56,23534.75,11778.49,17656.62,11794.23,11883.41,11931.77,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,WAIT
2026-05-20 09:40:00+05:30,23524.25,23536.4,23498.55,23533.2,0,347964925,23517.48,8183256628450.07,45546768996895.38,1939216125,23487.21,23654.24,23626.4,23598.56,23406.39,35.52,32.98,85.3,85.3,23503.08,23578.94,23604.18,23677.35,23646.16,23765.89,23442.47,23685.04,23523.32,23529.45,23586.33,23643.2,False,-71.0,23481.34,11778.49,17629.92,11794.23,11882.87,11928.76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,WAIT
2026-05-20 09:45:00+05:30,23522.4,23536.45,23511.95,23523.25,0,245665640,23524.2,5779087456561.72,51325856453457.1,2184881765,23491.37,23655.9,23628.48,23601.06,23411.59,35.15,34.06,77.68,77.68,23515.82,23572.99,23594.78,23672.59,23641.12,23752.28,23437.27,23673.53,23516.02,23525.28,23580.24,23635.2,False,-65.11,23481.34,11778.49,17629.92,11794.23,11875.1,11918.31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,WAIT
2026-05-20 09:50:00+05:30,23526.55,23541.45,23520.9,23522.25,0,263570780,23531.17,6202130097587.83,57527986551044.94,2448452545,23495.65,23657.62,23630.62,23603.63,23419.08,36.81,35.44,65.27,65.27,23525.62,23568.1,23585.95,23668.02,23636.46,23737.57,23434.33,23661.76,23510.14,23522.46,23575.13,23627.79,False,-53.99,23484.56,11778.49,17631.52,11794.23,11875.1,11918.31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,WAIT
2026-05-20 09:55:00+05:30,23541.9,23548.5,23516.5,23526.5,0,243467235,23532.5,5729392707637.5,63257379258682.44,2691919780,23498.98,23658.95,23632.29,23605.63,23428.87,42.91,39.18,86.79,86.79,23529.97,23565.34,23577.96,23664.04,23632.62,23720.5,23435.43,23649.23,23506.7,23519.74,23571.96,23624.18,False,-33.06,23488.13,11778.49,17633.31,11794.23,11875.1,11918.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 10:00:00+05:30,23503.9,23546.65,23495.75,23541.8,0,331807465,23521.2,7804509810564.14,71061889069246.58,3023727245,23501.42,23659.92,23633.51,23607.09,23440.83,33.82,36.5,15.45,15.45,23523.8,23558.87,23569.12,23659.31,23627.39,23706.63,23431.6,23637.87,23500.36,23510.96,23565.48,23620.0,False,-63.4,23498.63,11778.49,17638.56,11794.23,11875.1,11918.31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-20 10:05:00+05:30,23500.4,23505.2,23486.1,23504.6,0,292883195,23495.65,6881480868990.5,77943369938237.08,3316610440,23500.91,23659.72,23633.25,23606.78,23451.6,33.09,34.8,22.92,22.92,23519.03,23552.72,23561.24,23654.46,23622.25,23695.34,23427.14,23628.29,23494.19,23507.23,23559.28,23611.33,False,-59.86,23498.63,11778.49,17638.56,11794.23,11875.1,11918.31,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,SELL
2026-05-20 10:10:00+05:30,23500.2,23512.0,23491.65,23500.45,0,226519480,23501.83,5323621222293.09,83266991160530.17,3543129920,23500.97,23659.74,23633.28,23606.82,23461.29,33.05,33.92,22.6,22.6,23514.59,23547.19,23553.62,23649.56,23617.31,23683.08,23424.15,23618.35,23488.88,23503.65,23553.65,23603.66,False,-53.43,23498.63,11778.49,17638.56,11794.23,11875.1,11918.31,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-20 10:15:00+05:30,23500.0,23512.1,23494.6,23500.55,0,170612145,23503.35,4009956891540.38,87276948052070.55,3713742065,23501.08,23659.79,23633.34,23606.89,23470.01,33.0,33.46,22.96,22.96,23509.28,23542.22,23546.13,23644.88,23612.57,23669.35,23422.9,23607.74,23484.51,23500.8,23548.54,23596.28,False,-47.34,23498.63,11778.49,17638.56,11794.23,11875.1,11918.31,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,SELL
2026-05-20 10:20:00+05:30,23478.05,23505.1,23476.75,23498.9,0,201334375,23490.92,4729530663723.76,92006478715794.31,3915076440,23500.56,23659.58,23633.08,23606.57,23548.5,27.7,30.58,3.68,3.68,23496.51,23535.47,23537.24,23639.39,23607.14,23652.56,23421.93,23594.9,23479.58,23494.59,23541.83,23589.07,False,-61.49,23498.63,11778.49,17638.56,11794.23,11875.1,11916.59,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-05-20 10:25:00+05:30,23519.9,23519.9,23475.65,23477.95,0,208700855,23497.78,4904005814621.4,96910484530415.7,4123777295,23500.42,23659.52,23633.01,23606.49,23547.06,46.22,38.4,100.0,100.0,23499.71,23533.83,23531.66,23635.07,23603.62,23638.21,23425.1,23584.93,23478.38,23490.68,23539.74,23588.81,False,-15.8,23498.63,11778.49,17638.56,11794.23,11875.1,11910.71,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 10:30:00+05:30,23562.1,23567.2,23519.9,23519.9,0,322551020,23543.55,7593996003922.75,104504480534338.45,4446328315,23503.55,23660.77,23634.57,23608.36,23475.65,58.33,48.36,94.43,94.43,23512.05,23536.8,23528.47,23631.5,23601.95,23626.65,23430.29,23577.56,23479.38,23490.72,23541.87,23593.02,False,26.93,23521.68,23562.1,23541.89,11794.23,11869.87,11903.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 10:35:00+05:30,23563.05,23576.05,23561.65,23562.55,0,231676390,23568.85,5460346220199.38,109964826754537.84,4678004705,23506.78,23662.07,23636.19,23610.31,23477.48,58.57,53.47,87.05,87.05,23524.62,23539.57,23525.4,23627.99,23600.39,23614.32,23436.47,23569.86,23480.93,23495.55,23543.89,23592.22,False,28.41,23535.49,23497.06,23516.28,11794.23,11857.03,11891.62,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,WAIT
2026-05-20 10:40:00+05:30,23532.75,23564.8,23530.65,23562.65,0,223065975,23547.73,5252696366859.6,115217523121397.44,4901070680,23508.64,23662.81,23637.12,23611.42,23481.42,48.66,51.06,56.87,56.87,23531.17,23538.85,23521.55,23624.08,23597.67,23601.32,23441.78,23561.43,23481.67,23494.22,23542.83,23591.44,False,0.56,23535.49,23497.06,23516.28,11794.23,11857.03,11891.62,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 10:45:00+05:30,23506.35,23535.25,23503.65,23532.7,0,189422420,23519.45,4455111173065.57,119672634294463.0,5090493100,23509.05,23662.97,23637.32,23611.66,23485.21,41.75,46.41,3.73,3.73,23536.83,23535.43,23516.99,23619.64,23594.0,23588.45,23445.53,23552.72,23481.26,23490.86,23539.35,23587.85,False,-21.82,23506.35,23497.06,23501.71,11794.23,11857.03,11891.62,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 10:50:00+05:30,23545.65,23546.9,23506.45,23506.45,0,181358705,23526.67,4266767275534.25,123939401569997.23,5271851805,23509.65,23663.22,23637.62,23612.03,23488.84,52.95,49.68,58.01,58.01,23541.98,23536.5,23513.96,23616.08,23592.06,23573.69,23454.24,23543.83,23484.1,23490.28,23539.95,23589.62,True,18.69,23541.46,23497.06,23519.26,11794.23,11857.01,11890.52,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 10:55:00+05:30,23546.25,23549.35,23538.6,23546.3,0,337482035,23543.97,7945668463160.2,131885070033157.45,5609333840,23511.72,23664.04,23638.66,23613.27,23492.33,53.1,51.39,69.66,69.66,23538.81,23537.53,23518.24,23612.74,23590.23,23574.02,23462.46,23546.13,23490.35,23494.08,23540.55,23587.03,True,16.85,23541.46,23497.06,23519.26,11794.23,11852.96,11886.21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,WAIT
2026-05-20 11:00:00+05:30,23564.15,23573.2,23546.4,23546.4,0,282808185,23559.8,6662904221727.03,138547974254884.48,5892142025,23514.02,23664.97,23639.81,23614.65,23495.68,57.77,54.58,86.99,86.99,23539.03,23540.33,23523.52,23609.52,23589.18,23575.4,23471.63,23549.46,23497.57,23496.9,23542.8,23588.7,True,30.99,23541.46,23497.61,23519.53,11794.23,11845.51,11877.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 11:05:00+05:30,23575.55,23580.5,23562.6,23564.45,0,293429730,23571.55,6916593494871.01,145464567749755.5,6185571755,23516.75,23666.06,23641.17,23616.29,23498.89,60.58,57.58,93.32,93.32,23547.59,23544.04,23528.42,23606.85,23588.64,23580.53,23476.3,23554.47,23502.36,23501.83,23545.92,23590.0,True,38.38,23541.46,23503.31,23522.38,11794.23,11844.58,11874.89,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 11:10:00+05:30,23562.4,23582.25,23562.4,23575.6,0,216339915,23572.33,5099634829106.26,150564202578861.75,6401911670,23518.63,23666.81,23642.11,23617.42,23503.79,55.76,56.67,54.52,54.52,23558.8,23545.97,23530.53,23603.52,23587.59,23584.62,23476.44,23557.57,23503.48,23504.77,23547.49,23590.21,True,23.39,23541.46,23503.9,23522.68,11794.23,11837.89,11868.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 11:15:00+05:30,23565.65,23573.35,23558.3,23562.2,0,204777100,23565.83,4825741342603.03,155389943921464.78,6606688770,23520.09,23667.39,23642.84,23618.29,23510.07,56.72,56.7,53.7,53.7,23562.8,23548.04,23532.07,23600.18,23586.71,23588.39,23475.76,23560.23,23503.91,23508.42,23549.22,23590.02,True,25.0,23541.46,23503.9,23522.68,11794.23,11833.06,11865.51,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,WAIT
2026-05-20 11:20:00+05:30,23582.6,23598.1,23564.0,23564.95,0,186447580,23581.05,4396629669943.46,159786573591408.25,6793136350,23521.77,23668.06,23643.68,23619.3,23515.84,61.59,59.14,61.06,61.06,23570.07,23551.68,23534.99,23597.34,23586.55,23595.49,23474.49,23565.24,23504.74,23510.61,23552.4,23594.19,False,38.91,23582.6,23510.99,23546.8,11794.23,11769.37,11794.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 11:25:00+05:30,23599.1,23602.2,23582.05,23582.05,0,181306125,23592.12,4277396764265.62,164063970355673.88,6974442475,23523.6,23668.79,23644.59,23620.4,23524.07,65.81,62.48,92.94,92.94,23577.06,23556.67,23538.82,23594.7,23587.05,23605.39,23472.26,23572.11,23505.54,23516.16,23556.85,23597.53,False,51.26,23571.51,23538.8,23555.16,23599.1,11769.37,11794.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 11:30:00+05:30,23594.35,23607.95,23588.55,23599.85,0,175828730,23598.25,4149250327722.5,168213220683396.38,7150271205,23525.43,23669.53,23645.51,23621.5,23533.44,63.55,63.01,72.61,72.61,23580.82,23560.64,23542.22,23592.41,23587.34,23612.92,23471.51,23577.57,23506.86,23520.83,23560.42,23600.0,False,43.03,23575.93,23542.09,23559.01,23510.11,11769.37,11794.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 11:35:00+05:30,23609.75,23618.05,23588.5,23594.5,0,274482285,23603.28,6478680962703.02,174691901646099.38,7424753490,23528.31,23670.68,23646.95,23623.22,23543.87,67.61,65.31,84.64,84.64,23590.29,23565.81,23545.61,23590.67,23588.23,23622.49,23468.72,23584.05,23507.17,23525.08,23565.12,23605.15,False,54.39,23584.99,23549.75,23567.37,23517.38,11769.37,11794.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 11:40:00+05:30,23605.0,23610.35,23594.8,23609.6,0,218024180,23602.58,5145932102846.35,179837833748945.72,7642777670,23530.43,23671.53,23648.01,23624.49,23555.74,65.09,65.2,63.75,63.75,23598.16,23569.93,23550.66,23588.69,23588.9,23629.27,23472.05,23589.97,23511.36,23530.47,23568.91,23607.36,False,45.21,23584.99,23552.15,23568.57,23518.78,17656.62,11794.23,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,WAIT
2026-05-20 11:45:00+05:30,23635.55,23638.7,23604.9,23605.05,0,196514945,23621.8,4642036689419.18,184479870438364.9,7839292615,23532.72,23672.44,23649.16,23625.87,23565.71,72.49,68.85,93.73,93.73,23608.75,23576.84,23557.42,23587.4,23590.76,23640.92,23473.92,23599.17,23515.67,23535.65,23575.26,23614.87,False,69.21,23605.86,23574.34,23590.1,23540.26,17629.92,11794.23,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 11:50:00+05:30,23626.9,23640.0,23615.15,23635.55,0,201131370,23627.58,4752246568811.22,189232117007176.12,8040423985,23535.09,23673.39,23650.34,23627.29,23578.85,67.91,68.38,74.56,74.56,23614.31,23582.11,23563.76,23586.15,23592.19,23648.2,23479.31,23605.98,23521.53,23540.79,23580.18,23619.57,False,54.93,23607.97,23578.22,23593.1,23542.88,17629.92,11794.23,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 11:55:00+05:30,23608.75,23629.75,23608.55,23626.85,0,160702245,23619.15,3795650492766.06,193027767499942.2,8201126230,23536.74,23674.05,23651.17,23628.28,23591.08,59.08,63.73,30.86,30.86,23617.19,23584.91,23569.19,23584.02,23592.85,23650.29,23488.1,23609.74,23528.64,23544.23,23582.9,23621.57,False,32.7,23607.97,23578.22,23593.1,23542.88,17631.52,11794.23,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 12:00:00+05:30,23592.85,23613.65,23591.25,23608.15,0,157750010,23602.45,3723286754335.05,196751054254277.25,8358876240,23537.98,23674.55,23651.79,23629.02,23640.0,52.38,58.05,3.28,3.28,23613.81,23585.75,23574.93,23581.78,23592.85,23644.27,23505.6,23609.6,23540.27,23545.66,23583.85,23622.03,False,13.46,23607.97,23578.22,23593.1,23542.88,17633.31,11794.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-05-20 12:05:00+05:30,23579.6,23594.1,23577.0,23592.35,0,259048735,23585.55,6109806841183.79,202860861095461.03,8617924975,23539.41,23675.12,23652.5,23629.88,23639.02,47.34,52.7,4.13,4.13,23608.73,23585.1,23577.92,23579.02,23592.32,23642.23,23513.6,23610.08,23545.76,23546.45,23583.44,23620.43,False,-1.08,23579.6,23578.22,23578.91,23542.88,17638.56,11794.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
