,result,time
0,NIFTY:WAIT *** 5MIN-VWAPBAR *** $$$ 5MIN-R3BAR $$$ $$$Touching TOP1-24175.8$$$ $$$Touching TOP2-24176.82$$$ $$$Touching TOP3-24177.84$$$,2026-05-06 09:20:48
