Date,Close,High,Low,Open,Volume,Collective_Volume,Avg_High_Low,Price_Volume_Product,Daily_Cumulative_Price_Volume,Daily_Cumulative_Volume,VWAP,GOLDUP,GOLD,GOLDLOW,SAR,RSI9,EMA3_RSI,%K,%D,SMA5,EMA18,SMA20,SMA50,EMA50,BBUpperBand2,BBLowerBand2,BBUpperBand1,BBLowerBand1,kLowerBand,kMiddleLine,kUpperBand,TTMSQ,diff,tenkan,kijun,senkouA,senkouB,senkouA_lead,senkouB_lead,IRBLONG,IRBSHORT,GOLDBAR,INGOLDZ,VWAPBAR,PVWAPBAR,BUYORSELL
2026-03-24 05:30:00+05:30,22912.4,23057.3,22624.2,22878.45,538100,31049741415.0,22840.75,709199381224661.2,709199381224661.2,31049741415.0,22840.75,23512.43,23400.49,23288.54,23609.17,34.56,31.13,48.61,48.61,23063.9,23791.17,24070.06,24969.36,24584.16,25917.67,22222.44,24993.86,23146.25,23214.4,23889.32,24564.24,False,-1067.29,23061.97,23383.0,23222.48,12373.83,25494.08,,False,True,False,False,True,False,SELL
2026-03-25 05:30:00+05:30,23306.45,23465.35,23063.2,23064.4,505400,28755813460.0,23264.27,668983135333032.0,668983135333032.0,28755813460.0,23264.27,23681.84,23612.25,23542.65,22471.25,42.91,37.02,84.02,84.02,22969.63,23740.1,23964.14,24921.82,24529.48,25725.65,22202.64,24844.9,23083.39,23144.18,23833.81,24523.45,False,-592.53,23061.97,23383.0,23222.48,12373.83,25494.08,,False,False,False,False,True,False,WAIT
2026-03-27 05:30:00+05:30,22819.6,23186.1,22804.55,23173.55,612600,38813881040.0,22995.33,892537816606974.1,892537816606974.1,38813881040.0,22995.33,23574.26,23477.77,23381.28,22491.13,36.45,36.73,35.04,35.04,22933.12,23643.12,23831.0,24862.41,24456.56,25509.9,22152.1,24670.45,22991.55,23041.57,23737.22,24432.88,False,-964.51,23061.97,23383.0,23222.48,12373.83,25510.95,,False,False,False,False,True,False,SELL
2026-03-30 05:30:00+05:30,22331.4,22714.1,22283.85,22549.65,698600,40521491670.0,22498.97,911692012217330.5,911692012217330.5,40521491670.0,22498.97,23375.72,23229.6,23083.47,23465.35,31.15,33.94,4.02,4.02,22776.5,23504.93,23672.74,24794.39,24366.24,25286.02,22059.46,24479.38,22866.1,22897.39,23603.33,24309.27,False,-1306.64,22921.88,23292.38,23107.13,12365.67,25510.95,,False,False,False,False,True,False,SELL
2026-04-01 05:30:00+05:30,22679.4,22941.3,22618.6,22899.0,518000,29960733880.0,22779.95,682504025601411.9,682504025601411.9,29960733880.0,22779.95,23488.11,23370.09,23252.06,23441.72,38.33,36.14,33.48,33.48,22809.85,23417.97,23547.78,24734.66,24294.78,25053.51,22042.05,24300.65,22794.91,22789.5,23515.34,24241.17,False,-852.16,22921.88,23292.38,23107.13,12365.67,25510.95,,False,False,False,False,True,False,SELL
2026-04-02 05:30:00+05:30,22713.1,22782.3,22182.55,22383.4,495100,28927291965.0,22482.43,650355694655662.0,650355694655662.0,28927291965.0,22482.43,23369.11,23221.33,23073.55,23418.56,39.03,37.58,52.87,52.87,22769.99,23343.72,23440.15,24675.04,24227.99,24854.17,22026.13,24147.16,22733.14,22696.55,23438.94,24181.32,False,-726.44,22921.88,23292.38,23107.13,12365.67,25510.95,,False,False,False,False,True,False,SELL
2026-04-06 05:30:00+05:30,22968.25,22998.35,22542.95,22780.3,426400,24420378895.0,22770.65,556067886376616.0,556067886376616.0,24420378895.0,22770.65,23484.39,23365.44,23246.48,23369.12,44.35,40.97,96.31,96.31,22702.35,23304.18,23364.54,24622.69,24174.96,24704.09,22024.98,24034.32,22694.76,22657.37,23394.11,24130.85,False,-411.07,22921.88,23292.38,23107.13,12365.67,25510.95,,False,True,False,False,True,False,WAIT
2026-04-07 05:30:00+05:30,23123.65,23153.85,22719.3,22838.7,477000,27180519575.0,22936.58,623428031079650.9,623428031079650.9,27180519575.0,22936.58,23550.76,23448.4,23346.03,23321.66,47.49,44.23,96.89,96.89,22763.16,23285.16,23282.42,24580.52,24130.82,24450.67,22114.18,23866.55,22698.3,22639.7,23368.35,24097.0,False,-201.74,22921.88,23292.38,23107.13,12365.67,25510.95,,False,False,False,False,True,False,WAIT
2026-04-08 05:30:00+05:30,23997.35,24025.15,23828.5,23855.15,639300,37695069115.0,23926.83,901923329439828.0,901923329439828.0,37695069115.0,23926.83,23946.86,23943.52,23940.18,22182.55,61.31,52.77,98.49,98.49,23096.35,23360.17,23259.77,24557.31,24125.23,24347.44,22172.1,23803.61,22715.93,22640.21,23428.25,24216.3,False,653.34,23997.35,23292.38,23644.86,12365.67,25510.95,,False,False,False,True,True,True,WAIT
2026-04-09 05:30:00+05:30,23775.1,23990.75,23682.8,23909.05,466600,27120900400.0,23836.78,646474811226311.8,646474811226311.8,27120900400.0,23836.78,23910.84,23898.5,23886.16,22219.4,57.02,54.89,83.13,83.13,23315.49,23403.86,23247.12,24527.02,24110.61,24302.58,22191.66,23774.85,22719.39,22703.36,23461.29,24219.21,False,420.89,23391.38,23292.38,23341.88,12365.67,25285.33,,False,False,False,True,True,True,WAIT
2026-04-10 05:30:00+05:30,24050.6,24074.05,23856.35,23880.55,481300,27670674350.0,23965.2,663133250337048.6,663133250337048.6,27670674350.0,23965.2,23963.21,23962.71,23962.21,22255.52,60.84,57.87,98.27,98.27,23582.99,23471.96,23236.57,24507.06,24108.12,24252.83,22220.32,23744.7,22728.44,22788.96,23517.41,24245.86,False,673.61,23490.98,23292.38,23391.68,12365.67,25271.49,,False,False,False,True,True,True,WAIT
2026-04-13 05:30:00+05:30,23842.65,23907.4,23555.6,23589.6,488800,27987069385.0,23731.5,664175137110127.5,664175137110127.5,27987069385.0,23731.5,23868.73,23845.86,23822.99,22328.26,56.57,57.22,55.37,55.37,23757.87,23511.0,23235.36,24480.4,24097.09,24248.51,22222.21,23741.94,22728.79,22818.6,23548.39,24278.18,True,450.77,23490.98,23292.38,23391.68,12365.67,24654.78,,False,False,False,True,True,False,WAIT
2026-04-15 05:30:00+05:30,24231.3,24280.9,24145.8,24163.8,460300,27136564290.0,24213.35,657067144851602.1,657067144851602.1,27136564290.0,24213.35,24112.1,24086.79,24061.48,22398.09,62.16,59.69,93.16,93.16,23979.4,23586.84,23264.97,24458.17,24102.65,24359.17,22170.77,23812.07,22717.87,22890.54,23613.43,24336.32,False,792.1,23717.01,23292.38,23504.69,12365.67,24977.14,,False,False,False,False,True,False,WAIT
2026-04-16 05:30:00+05:30,24196.75,24400.95,24102.8,24385.2,508000,29012539985.0,24251.88,703608493148721.9,703608493148721.9,29012539985.0,24251.88,24135.21,24106.05,24076.88,22511.06,61.37,60.53,75.84,75.84,24019.28,23651.06,23317.25,24433.73,24106.54,24485.93,22148.57,23901.59,22732.91,22972.34,23668.98,24365.62,False,703.63,23770.91,23292.38,23531.64,12365.67,24962.12,,False,False,False,True,True,False,WAIT
2026-04-17 05:30:00+05:30,24353.55,24371.9,24096.05,24165.9,498600,28386540710.0,24233.98,687918734535361.0,687918734535361.0,28386540710.0,24233.98,24124.48,24097.1,24069.72,22662.25,63.72,62.12,94.39,94.39,24134.97,23725.02,23364.49,24414.39,24116.73,24621.77,22107.21,23993.13,22735.85,23064.48,23734.18,24403.88,False,804.22,23859.07,24353.55,24106.31,12365.67,24521.16,,False,False,False,True,True,False,WAIT
2026-04-20 05:30:00+05:30,24364.85,24480.65,24241.25,24391.5,415900,23977219145.0,24360.95,584107841413438.4,584107841413438.4,23977219145.0,24360.95,24200.66,24160.59,24120.51,22801.35,63.9,63.01,69.89,69.89,24197.82,23792.39,23403.68,24399.92,24126.95,24735.99,22071.36,24069.83,22737.52,23154.12,23794.24,24434.36,False,765.89,23952.21,23436.25,23694.23,12365.67,24521.16,,False,True,False,False,True,False,WAIT
2026-04-21 05:30:00+05:30,24576.6,24601.7,24354.9,24374.55,425800,24179533895.0,24478.3,591873879819413.2,591873879819413.2,24179533895.0,24478.3,24271.07,24219.26,24167.45,22969.28,67.29,65.15,95.04,95.04,24344.61,23874.95,23443.62,24376.9,24145.44,24867.88,22019.35,24155.75,22731.48,23254.34,23868.75,24483.16,False,920.42,24137.62,23603.03,23870.33,12365.67,24440.56,12928.89,False,False,False,False,True,False,WAIT
2026-04-22 05:30:00+05:30,24378.1,24515.95,24352.9,24470.85,440500,25018366615.0,24434.42,611309397790321.6,611309397790321.6,25018366615.0,24434.42,24244.74,24197.32,24149.9,23165.17,61.23,63.19,55.78,55.78,24373.97,23927.92,23512.41,24348.94,24154.98,24979.18,22045.64,24245.8,22779.03,23329.41,23917.26,24505.12,False,663.26,24191.0,23603.03,23897.01,12365.67,24204.52,12754.3,False,False,False,False,True,False,WAIT
2026-04-23 05:30:00+05:30,24173.05,24310.2,24134.8,24202.35,467500,26640582210.0,24222.5,645301502581725.0,645301502581725.0,26640582210.0,24222.5,24117.59,24091.36,24065.13,23337.55,55.42,59.31,8.19,8.19,24369.23,23953.73,23565.34,24319.54,24155.72,25047.96,22082.72,24306.65,22824.03,23375.0,23941.62,24508.25,False,419.57,24191.0,23603.03,23897.01,12365.67,23784.27,12580.62,True,False,False,False,True,False,WAIT
2026-04-24 05:30:00+05:30,23897.95,24206.0,23813.65,24100.55,438400,24540257170.0,24009.83,589207284899714.2,589207284899714.2,24540257170.0,24009.83,23989.98,23985.02,23980.06,23489.25,48.49,53.9,10.7,10.7,24278.11,23947.86,23634.6,24283.63,24145.18,25037.44,22231.77,24336.02,22933.19,23368.75,23937.46,24506.17,False,111.92,24191.0,23603.03,23897.01,12365.67,23759.38,12564.62,False,False,False,True,True,True,WAIT
2026-04-27 05:30:00+05:30,24092.7,24130.7,23936.2,23945.45,430300,24130626245.0,24033.45,579942180475843.5,579942180475843.5,24130626245.0,24033.45,24004.16,23996.84,23989.51,23622.74,53.16,53.53,39.73,39.73,24223.68,23963.11,23693.62,24248.14,24143.04,25067.54,22319.7,24380.58,23006.66,23404.45,23952.25,24500.05,False,269.77,24191.0,23603.03,23897.01,12365.67,23759.38,12564.62,False,False,False,True,True,True,WAIT
2026-04-28 05:30:00+05:30,23995.7,24181.8,23957.05,24049.9,554100,31590296375.0,24069.43,760360294005753.5,760360294005753.5,31590296375.0,24069.43,24025.75,24014.83,24003.91,23740.22,50.59,52.06,36.66,36.66,24107.5,23966.54,23728.08,24209.35,24137.04,25095.68,22360.49,24411.88,23044.28,23428.65,23956.39,24484.12,False,153.47,24191.0,23603.03,23897.01,12365.67,23759.38,12564.62,True,False,True,True,True,True,WAIT
2026-04-29 05:30:00+05:30,24177.65,24334.7,24059.95,24096.9,531100,30409007695.0,24197.32,735816618366378.5,735816618366378.5,30409007695.0,24197.32,24102.48,24078.77,24055.06,23843.6,55.16,53.61,69.86,69.86,24067.41,23988.76,23795.98,24173.82,24138.69,25107.36,22484.61,24451.67,23140.3,23451.56,23977.46,24503.36,False,290.93,24191.0,23603.03,23897.01,12365.67,23674.96,12564.62,True,False,True,True,True,False,WAIT
2026-04-30 05:30:00+05:30,23997.55,24087.45,23796.85,23996.95,505500,28672201250.0,23942.15,686474126357569.6,686474126357569.6,28672201250.0,23942.15,23952.99,23951.19,23949.38,24601.7,50.01,51.81,37.32,37.32,24032.31,23989.69,23879.29,24137.63,24132.96,24996.19,22762.4,24437.74,23320.85,23449.16,23979.37,24509.59,False,68.22,24191.0,23603.03,23897.01,12365.67,23665.17,12564.62,False,True,True,True,True,True,WAIT
2026-05-04 05:30:00+05:30,24119.3,24290.2,24004.75,24063.55,419100,23751115850.0,24147.47,573529466932199.1,573529466932199.1,23751115850.0,24147.47,24072.57,24053.85,24035.12,24585.6,53.32,52.57,59.95,59.95,24076.58,24003.33,23951.29,24110.6,24132.4,24918.06,22984.52,24434.67,23467.9,23471.17,23992.7,24514.22,False,147.31,24191.0,23603.03,23897.01,12365.67,23222.48,12373.83,True,False,True,True,True,False,WAIT
2026-05-05 05:30:00+05:30,24032.8,24081.7,23882.05,24052.6,363300,20844843195.0,23981.88,499898423897090.6,499898423897090.6,20844843195.0,23981.88,23973.21,23971.05,23968.88,24569.83,50.64,51.6,43.87,43.87,24064.6,24006.43,24017.27,24077.6,24128.37,24788.61,23245.94,24402.94,23631.61,23490.77,23996.52,24502.27,False,25.9,24191.0,23603.03,23897.01,12365.67,23222.48,12373.83,False,True,True,True,True,True,WAIT
2026-05-06 05:30:00+05:30,24330.95,24356.5,23997.9,24171.0,429200,25225709300.0,24177.2,609887023814856.4,609887023814856.4,25225709300.0,24177.2,24090.41,24068.71,24047.01,24554.37,58.7,55.15,95.43,95.43,24131.65,24040.6,24085.41,24049.71,24136.56,24689.1,23481.71,24387.26,23783.56,23519.56,24028.37,24537.18,False,274.06,24191.0,23603.03,23897.01,12365.67,23222.48,12373.83,False,True,True,True,True,False,WAIT
2026-05-07 05:30:00+05:30,24326.65,24482.1,24284.0,24398.5,440600,25548946720.0,24383.05,622961240331067.4,622961240331067.4,25548946720.0,24383.05,24213.92,24171.64,24129.35,24539.22,58.55,56.85,74.09,74.09,24161.45,24070.71,24145.56,24019.85,24144.24,24553.89,23737.23,24349.72,23941.39,23568.12,24056.78,24545.43,True,225.48,24191.0,23728.37,23959.68,12365.67,23222.48,12373.83,False,False,False,False,True,False,BUY
2026-05-08 05:30:00+05:30,24176.15,24253.8,24126.65,24233.65,335900,19414008020.0,24190.23,469629233530999.8,469629233530999.8,19414008020.0,24190.23,24098.23,24075.23,24052.22,24524.37,53.03,54.94,49.01,49.01,24197.17,24081.81,24154.5,23994.29,24145.53,24556.95,23752.04,24355.73,23953.27,23597.46,24068.15,24538.83,True,64.83,24191.0,23728.37,23959.68,12365.67,23107.13,12365.67,False,False,False,False,True,False,WAIT
2026-05-11 05:30:00+05:30,23815.85,23997.45,23799.1,23970.1,390100,22087524195.0,23898.27,527853714339354.94,527853714339354.94,22087524195.0,23898.27,23935.44,23929.25,23923.05,24509.82,42.29,48.61,2.45,2.45,24136.48,24053.81,24156.54,23959.18,24132.24,24551.24,23761.83,24353.89,23959.18,23564.39,24044.12,24523.84,True,-284.48,24191.0,23728.37,23959.68,12365.67,23107.13,12365.67,False,False,False,True,True,True,WAIT
2026-05-12 05:30:00+05:30,23379.55,23757.55,23348.4,23722.6,447500,25349186335.0,23552.98,597048766871635.5,597048766871635.5,25349186335.0,23552.98,23797.32,23756.6,23715.88,24495.56,33.15,40.88,2.75,2.75,24005.83,23982.83,24122.98,23912.51,24101.93,24648.14,23597.83,24385.56,23860.41,23480.01,23980.83,24481.64,True,-672.35,23379.55,23728.37,23553.96,12365.67,23107.13,12365.67,False,False,False,True,True,False,WAIT
2026-05-13 05:30:00+05:30,23412.6,23582.95,23262.55,23362.45,415400,23794533840.0,23422.75,557333417500860.0,557333417500860.0,23794533840.0,23422.75,23745.23,23691.49,23637.74,24449.67,34.36,37.62,15.14,15.14,23822.16,23922.81,24101.48,23872.27,24074.2,24704.42,23498.54,24402.95,23800.01,23427.82,23926.71,24425.6,True,-601.49,23715.85,23728.37,23722.11,12365.67,23107.13,12365.67,True,False,False,False,True,False,WAIT
2026-05-14 05:30:00+05:30,23689.6,23777.2,23426.55,23530.25,428700,25443302775.0,23601.88,600509651682703.1,600509651682703.1,25443302775.0,23601.88,23816.88,23781.05,23745.21,24378.45,43.92,40.77,58.11,58.11,23694.75,23898.26,24074.4,23836.41,24058.74,24700.98,23447.81,24387.69,23761.1,23400.67,23904.13,24407.59,True,-299.66,23715.85,23728.37,23722.11,12365.67,23107.13,12365.67,False,False,False,True,True,False,WAIT
2026-05-15 05:30:00+05:30,23643.5,23839.3,23610.3,23731.4,408900,23641872045.0,23724.8,560898704363428.56,560898704363428.56,23641872045.0,23724.8,23866.06,23842.51,23818.97,24311.49,42.76,41.76,66.05,66.05,23588.22,23871.44,24046.73,23799.35,24042.07,24698.91,23394.56,24372.82,23720.65,23391.08,23879.31,24367.53,True,-319.52,23715.85,23728.37,23722.11,12365.67,23644.86,12365.67,True,False,True,True,True,False,WAIT
2026-05-18 05:30:00+05:30,23649.95,23695.65,23317.1,23482.2,392000,22482465940.0,23506.38,528481275310367.5,528481275310367.5,22482465940.0,23506.38,23778.68,23733.3,23687.91,24248.56,42.99,42.38,67.17,67.17,23555.04,23848.13,24011.55,23768.78,24026.34,24669.92,23353.19,24340.73,23682.37,23361.65,23857.46,24353.27,False,-284.56,23715.85,23728.37,23722.11,12365.67,23341.88,12365.67,False,False,False,True,True,False,WAIT
2026-05-19 05:30:00+05:30,23618.0,23782.3,23587.2,23675.3,442000,25110212600.0,23684.75,594729107877850.0,594729107877850.0,25110212600.0,23684.75,23850.03,23822.49,23794.94,24189.4,42.02,42.2,57.62,57.62,23602.73,23823.9,23974.21,23743.82,24009.97,24632.92,23315.5,24303.57,23644.85,23358.2,23834.66,24311.12,False,-286.43,23715.85,23728.37,23722.11,12365.67,23391.68,12365.67,True,False,False,False,True,False,WAIT
2026-05-20 05:30:00+05:30,23659.0,23690.9,23397.3,23457.25,344100,19773594995.0,23544.1,465551509507870.3,465551509507870.3,19773594995.0,23544.1,23793.78,23752.16,23710.55,24133.79,43.86,43.03,65.47,65.47,23652.01,23806.54,23928.33,23727.4,23995.92,24536.25,23320.41,24232.29,23624.37,23344.9,23817.93,24290.95,False,-214.13,23715.85,23728.37,23722.11,12365.67,23391.68,12365.67,False,False,False,False,True,False,WAIT
2026-05-21 05:30:00+05:30,23654.7,23859.9,23596.6,23830.05,348200,19943551155.0,23728.25,473225567693628.75,473225567693628.75,19943551155.0,23728.25,23867.43,23844.24,23821.04,24081.51,43.69,43.36,62.2,62.2,23645.03,23790.56,23892.16,23705.17,23982.27,24472.87,23311.45,24182.52,23601.8,23336.79,23802.38,24267.97,False,-192.57,23715.85,23728.37,23722.11,12365.67,23504.69,12365.67,False,False,False,True,True,False,WAIT
2026-05-22 05:30:00+05:30,23719.3,23835.65,23671.0,23671.2,336100,18560259025.0,23753.33,440867868330058.75,440867868330058.75,18560259025.0,23753.33,23877.46,23856.77,23836.08,24032.37,47.03,45.19,69.61,69.61,23660.19,23783.06,23869.47,23690.55,23971.76,24439.33,23299.61,24154.4,23584.54,23347.37,23794.47,24241.57,False,-112.67,23715.85,23728.37,23722.11,12365.67,23531.64,12365.67,True,False,False,False,True,False,WAIT
2026-05-25 05:30:00+05:30,24031.7,24054.45,23922.85,23940.25,351200,20407531870.0,23988.65,489549127435737.25,489549127435737.25,20407531870.0,23988.65,23977.28,23974.44,23971.59,23262.55,59.94,52.57,96.54,96.54,23736.54,23809.23,23876.16,23690.62,23974.15,24450.55,23301.77,24163.35,23588.97,23364.67,23817.06,24269.46,False,185.09,23715.85,23728.37,23722.11,12365.67,24106.31,12365.67,False,False,False,True,True,True,WAIT
2026-05-26 05:30:00+05:30,23913.7,24089.8,23885.45,24004.1,387900,22069469125.0,23987.62,529394149319578.2,529394149319578.2,22069469125.0,23987.62,23976.66,23973.92,23971.18,23278.39,54.31,53.44,64.29,64.29,23795.68,23820.23,23867.21,23683.66,23971.74,24432.9,23301.52,24150.06,23584.36,23387.76,23826.27,24264.77,False,66.96,23715.85,23728.37,23722.11,12365.67,23694.23,12365.67,False,False,False,True,True,True,WAIT
2026-05-27 05:30:00+05:30,23907.15,23983.2,23858.25,23880.35,531600,29716009070.0,23920.72,710828469453159.8,710828469453159.8,29716009070.0,23920.72,23944.42,23940.47,23936.52,23310.84,54.0,53.72,56.39,56.39,23845.31,23829.38,23862.78,23684.47,23969.16,24425.62,23299.94,24144.2,23581.36,23419.38,23833.97,24248.56,False,58.77,23715.85,23728.37,23722.11,12365.67,23870.33,12365.67,True,False,True,True,True,True,WAIT
2026-05-29 05:30:00+05:30,23547.75,24002.8,23484.75,23902.15,1198000,67566642385.0,23743.78,1604287180688123.0,1604287180688123.0,67566642385.0,23743.78,23873.64,23852.0,23830.36,23342.0,39.71,46.72,10.41,10.41,23823.92,23799.73,23831.29,23682.64,23952.36,24390.42,23272.15,24110.86,23551.72,23357.6,23806.71,24255.82,False,-271.25,23715.85,23728.37,23722.11,12365.67,23897.01,12365.67,False,False,False,True,True,True,WAIT
2026-06-01 05:30:00+05:30,23382.6,23733.7,23357.95,23654.5,421700,23496346170.0,23545.82,553240836701719.8,553240836701719.8,23496346170.0,23545.82,23794.46,23753.02,23711.58,24089.8,34.94,40.83,3.37,3.37,23756.58,23755.82,23800.54,23687.27,23929.66,24388.09,23212.99,24094.32,23506.76,23306.3,23766.32,24226.34,False,-400.83,23715.85,23728.37,23722.11,12365.67,23897.01,12365.67,False,False,False,True,True,False,WAIT
2026-06-02 05:30:00+05:30,23483.55,23556.95,23229.15,23229.15,511900,28613596660.0,23393.05,669359291758619.9,669359291758619.9,28613596660.0,23393.05,23733.35,23676.64,23619.92,24075.16,39.91,40.37,32.88,32.88,23646.95,23727.16,23768.75,23688.77,23911.9,24352.47,23185.04,24060.61,23476.89,23276.35,23739.39,24202.42,False,-270.52,23677.84,23728.37,23703.11,12365.67,23897.01,12365.67,False,False,False,False,True,False,WAIT
2026-06-03 05:30:00+05:30,23405.6,23459.65,23151.5,23415.95,450100,25409415405.0,23305.58,592181041390159.4,592181041390159.4,25409415405.0,23305.58,23698.36,23632.9,23567.43,24041.32,37.42,38.9,29.85,29.85,23545.33,23693.31,23737.39,23685.26,23891.76,24328.72,23146.06,24033.06,23441.73,23241.23,23707.6,24173.97,False,-316.9,23638.38,23728.37,23683.37,12365.67,23897.01,12365.67,False,True,False,False,True,False,WAIT
2026-06-04 05:30:00+05:30,23416.55,23465.3,23247.3,23282.45,412500,23615165200.0,23356.3,551562901410107.8,551562901410107.8,23615165200.0,23356.3,23718.66,23658.26,23597.87,23987.93,38.03,38.46,45.53,45.53,23447.21,23664.18,23691.67,23678.03,23872.86,24228.67,23154.67,23960.17,23423.17,23226.78,23679.88,24132.98,False,-269.23,23638.38,23728.37,23683.37,12365.67,23897.01,12365.67,False,False,False,False,True,False,SELL
2026-06-05 05:30:00+05:30,23366.7,23516.35,23282.65,23478.95,366200,20563284995.0,23399.5,481170587240502.5,481170587240502.5,20563284995.0,23399.5,23735.93,23679.86,23623.79,23937.75,36.23,37.35,53.08,53.08,23411.0,23632.87,23643.68,23685.32,23852.74,24108.45,23178.9,23876.06,23411.29,23206.72,23650.05,24093.39,False,-280.16,23631.95,23728.37,23680.16,12365.67,23897.01,12365.67,False,False,False,False,True,False,SELL
2026-06-08 05:30:00+05:30,23123.0,23267.3,23070.15,23080.7,375700,21092356230.0,23168.73,488683013453709.25,488683013453709.25,21092356230.0,23168.73,23643.62,23564.48,23485.33,23890.57,28.72,33.03,11.84,11.84,23359.08,23579.2,23591.02,23685.49,23823.76,24040.16,23141.88,23815.59,23366.45,23156.38,23599.86,24043.33,True,-472.44,23438.22,23728.37,23583.29,12365.67,23897.01,12365.67,True,False,False,False,True,False,SELL
2026-06-09 05:30:00+05:30,23242.1,23279.4,23104.45,23259.05,402600,22479632065.0,23191.92,521345936488522.0,521345936488522.0,22479632065.0,23191.92,23652.9,23576.07,23499.24,23824.94,36.01,34.52,38.54,38.54,23310.79,23543.71,23562.33,23700.08,23800.66,24024.12,23100.54,23793.23,23331.43,23139.55,23565.79,23992.02,False,-321.96,23438.22,23728.37,23583.29,12365.67,23897.01,12365.67,False,True,False,False,True,False,SELL
2026-06-10 05:30:00+05:30,23214.95,23425.35,23184.6,23233.95,380000,21448625605.0,23304.97,499859675130515.5,499859675130515.5,21448625605.0,23304.97,23698.12,23632.6,23567.07,23764.56,35.09,34.81,32.45,32.45,23272.66,23509.11,23554.1,23706.13,23777.42,24035.08,23073.12,23794.59,23313.61,23112.34,23532.37,23952.4,False,-328.29,23438.22,23728.37,23583.29,12365.67,23897.01,12365.67,True,False,False,False,True,False,SELL
2026-06-11 05:30:00+05:30,23161.6,23327.45,23072.05,23104.4,363000,20774472180.0,23199.75,481962560957955.06,481962560957955.06,20774472180.0,23199.75,23656.03,23579.99,23503.94,23709.0,33.21,34.01,25.75,25.75,23221.67,23472.53,23541.55,23703.23,23752.99,24050.36,23032.74,23795.96,23287.14,23080.55,23497.06,23913.58,False,-357.71,23434.15,23728.37,23581.26,12365.67,23897.01,12365.67,True,False,False,False,True,False,SELL
2026-06-12 05:30:00+05:30,23622.9,23645.35,23313.9,23412.55,351900,20772743640.0,23479.62,487736230888335.06,487736230888335.06,20772743640.0,23479.62,23767.98,23719.92,23671.86,23657.89,56.07,45.04,96.08,96.08,23272.91,23488.35,23538.22,23719.3,23747.84,24043.81,23032.62,23791.01,23285.42,23063.09,23509.05,23955.0,False,99.27,23434.15,23728.37,23581.26,12365.67,23959.68,12365.67,False,False,False,False,True,False,WAIT
2026-06-15 05:30:00+05:30,23853.9,24011.4,23817.8,23984.85,398900,23636053100.0,23914.6,565246769314509.9,565246769314509.9,23636053100.0,23914.6,23941.98,23937.41,23932.85,23070.15,63.17,54.1,83.23,83.23,23419.09,23526.83,23548.73,23749.75,23752.04,24072.0,23025.47,23810.37,23287.1,23082.91,23541.89,24000.87,False,308.59,23853.9,23728.37,23791.13,12365.67,23959.68,12365.67,False,False,False,True,True,True,WAIT
2026-06-16 05:30:00+05:30,23989.15,24002.6,23888.2,23923.9,327300,18792171585.0,23945.4,449986054460420.94,449986054460420.94,18792171585.0,23945.4,23954.29,23952.81,23951.33,23088.98,66.71,60.41,97.63,97.63,23568.5,23575.5,23565.7,23775.94,23761.43,24123.61,23007.78,23844.65,23286.74,23147.97,23584.49,24021.0,False,414.06,23696.13,23728.37,23712.25,12365.67,23959.68,12365.67,False,False,False,True,True,True,WAIT
2026-06-17 05:30:00+05:30,24085.7,24108.2,23969.7,24044.5,352700,20532055335.0,24038.95,493569035554630.0,493569035554630.0,20532055335.0,24038.95,24007.46,23999.59,23991.71,23107.42,69.1,64.75,97.17,97.17,23742.65,23629.2,23589.08,23803.4,23774.27,24193.5,22984.66,23891.29,23286.87,23217.49,23632.22,24046.95,False,475.05,23800.01,23731.63,23765.82,12365.67,23553.96,12365.67,False,True,True,True,True,False,WAIT
2026-06-18 05:30:00+05:30,24168.0,24189.25,24036.95,24073.8,340000,19136973130.0,24113.1,461451739305622.9,461451739305622.9,19136973130.0,24113.1,24051.95,24036.66,24021.37,23147.45,71.09,67.92,94.28,94.28,23943.93,23685.92,23614.53,23827.39,23789.86,24271.89,22957.17,23943.21,23285.85,23286.26,23683.25,24080.23,False,519.11,23887.28,23792.95,23840.12,12365.67,23722.11,12365.67,False,False,False,True,True,False,WAIT
2026-06-19 05:30:00+05:30,24013.1,24047.2,23901.9,23991.2,447900,25863414610.0,23974.55,620063721686727.4,620063721686727.4,25863414610.0,23974.55,23968.82,23967.39,23965.95,23209.96,62.56,65.24,41.49,41.49,24021.97,23720.36,23632.45,23845.18,23798.69,24313.53,22951.37,23972.99,23291.91,23317.47,23714.66,24111.85,False,339.54,23887.28,23792.95,23840.12,12365.67,23722.11,12365.67,False,True,True,True,True,True,WAIT
2026-06-22 05:30:00+05:30,24102.9,24168.05,24073.15,24106.6,252800,14608155815.0,24120.6,352357491710755.3,352357491710755.3,14608155815.0,24120.6,24056.45,24040.41,24024.38,23268.72,65.28,65.26,69.95,69.95,24071.77,23760.63,23651.63,23847.29,23810.72,24363.9,22939.36,24007.77,23295.49,23370.14,23751.64,24133.14,False,401.27,23896.64,23817.0,23856.82,12365.67,23722.11,12365.67,True,False,False,False,True,False,WAIT
