Datetime,Close,High,Low,Open,Volume,Collective_Volume,Avg_High_Low,Price_Volume_Product,Daily_Cumulative_Price_Volume,Daily_Cumulative_Volume,VWAP,GOLDUP,GOLD,GOLDLOW,SAR,RSI9,EMA3_RSI,%K,%D,SMA5,EMA18,SMA20,SMA50,EMA50,BBUpperBand2,BBLowerBand2,BBUpperBand1,BBLowerBand1,kUpperBand,kMiddleLine,kLowerBand,TTMSQ,diff,tenkan,kijun,senkouA,senkouB,IRBLONG,IRBSHORT,GOLDBAR,INGOLDZ,VWAPBAR,PVWAPBAR,PREHIGH,PRELOW,PIVOT,R1,R2,R3,S3,S2,S1,UpBB2IRB,LowBB2IRB,UpBB1IRB,LowBB1IRB,SMA5IRB,TOP1VOL,TOP2VOL,TOP3VOL,BUYORSELL
2026-03-24 14:45:00+05:30,22916.35,22927.15,22883.9,22909.25,0,1427694950,22905.53,32702102927292.09,546166894371050.3,23905692855,22846.73,22884.08,22877.85,22871.63,22869.91,54.84,57.02,21.71,21.71,22948.03,22880.96,22853.38,22777.12,22777.12,23117.26,22589.49,22985.32,22721.43,23033.8,22868.23,22702.65,False,55.55,22822.38,23025.4,22923.89,22810.38,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-24 15:00:00+05:30,22898.65,22932.1,22875.35,22914.6,0,2896466705,22903.72,66339875751543.82,612506770122594.1,26802159560,22852.89,22886.54,22880.93,22875.32,23057.1,51.88,54.45,14.33,14.33,22932.52,22882.83,22862.9,22782.66,22782.66,23118.33,22607.48,22990.61,22735.19,23034.1,22871.12,22708.15,False,31.64,22829.31,22993.5,22911.4,22804.06,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-24 15:15:00+05:30,22958.4,22961.7,22881.3,22901.15,0,2408381360,22921.5,55203713343240.0,667710483465834.1,29210540920,22858.55,22888.8,22883.76,22878.72,23053.46,60.07,57.26,96.18,96.18,22925.73,22890.82,22873.93,22706.18,22790.63,23125.64,22622.21,22999.78,22748.07,23042.3,22879.44,22716.57,False,81.72,22863.48,23192.05,23027.77,22831.4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 09:15:00+05:30,23215.1,23220.1,23067.75,23067.75,0,1277600555,23143.92,29568691175347.02,29568691175347.02,1277600555,23143.92,23049.94,23026.45,23002.95,22875.35,78.08,67.67,98.55,98.55,22979.63,22925.07,22901.29,22716.39,22809.77,23176.56,22626.01,23038.93,22763.65,23092.3,22911.4,22730.51,False,308.75,23159.68,23748.06,23453.87,22959.75,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 09:30:00+05:30,23270.9,23277.35,23202.55,23214.65,0,1371475930,23239.95,31873032307269.89,61441723482616.91,2649076485,23193.64,23079.77,23051.31,23022.84,22881.3,80.26,73.96,98.4,98.4,23051.88,22961.59,22932.85,22727.68,22830.43,23226.0,22639.7,23079.42,22786.27,23124.97,22945.64,22766.31,False,331.66,23087.18,23333.91,23210.54,22987.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 09:45:00+05:30,23286.05,23298.1,23262.05,23272.95,0,1156210605,23280.08,26916669826017.76,88358393308634.66,3805287090,23219.9,23095.53,23064.44,23033.35,22897.14,80.84,77.4,97.11,97.11,23125.82,22995.84,22962.24,22741.46,22850.73,23273.65,22650.82,23117.94,22806.53,23152.03,22978.06,22804.1,False,315.9,23105.62,23373.27,23239.45,23604.19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 10:00:00+05:30,23305.55,23310.1,23246.55,23287.4,0,1074308070,23278.33,25008092613408.54,113366485922043.22,4879595160,23232.76,23103.25,23070.87,23038.49,22921.2,81.62,79.51,98.12,98.12,23207.2,23028.52,22991.09,22756.12,22870.89,23317.87,22664.31,23154.48,22827.7,23180.87,23009.25,22837.63,False,305.38,23108.76,23384.93,23246.85,23629.51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 10:15:00+05:30,23314.55,23317.7,23283.35,23306.6,0,883683845,23300.52,20590297004735.12,133956782926778.31,5763279005,23243.15,23109.48,23076.06,23042.65,22952.31,82.0,80.76,97.26,97.26,23278.43,23058.69,23019.08,22771.79,22890.46,23356.34,22681.83,23187.71,22850.46,23204.8,23038.33,22871.85,False,285.84,23131.45,23418.76,23275.1,23737.51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 10:30:00+05:30,23366.65,23369.05,23299.95,23313.7,0,796844510,23334.5,18593968218595.0,152550751145373.34,6560123515,23254.25,23116.14,23081.61,23047.08,22988.85,84.15,82.45,98.04,98.04,23308.74,23091.17,23047.07,22788.16,22911.36,23402.6,22691.55,23224.83,22869.31,23234.66,23069.6,22904.53,False,308.32,23206.52,23508.08,23357.3,23918.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 10:45:00+05:30,23367.45,23378.0,23354.35,23366.25,0,787375215,23366.17,18397946910568.4,170948698055941.75,7347498730,23266.24,23123.34,23087.61,23051.88,23034.47,84.18,83.32,91.97,91.97,23328.05,23120.31,23077.37,22804.87,22931.28,23433.7,22721.05,23255.53,22899.21,23257.14,23097.96,22938.79,False,279.78,23186.19,23502.72,23344.45,23873.34,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 11:00:00+05:30,23432.55,23433.55,23366.0,23366.0,0,1068076845,23399.78,24992758272927.39,195941456328869.12,8415575575,23283.19,23133.5,23096.08,23058.66,23082.57,86.69,85.0,99.33,99.33,23357.35,23153.23,23106.78,22822.44,22953.08,23478.88,22734.67,23292.83,22920.73,23287.8,23129.83,22971.86,False,314.25,23273.45,23667.45,23470.45,24066.74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 11:15:00+05:30,23388.4,23434.25,23377.3,23432.3,0,1054096560,23405.78,24671947323390.47,220613403652259.6,9469672135,23296.84,23141.69,23102.91,23064.12,23138.73,77.34,81.17,65.86,65.86,23373.92,23178.02,23128.44,22839.03,22971.93,23513.59,22743.28,23321.02,22935.86,23310.22,23154.45,22998.69,False,246.95,23198.42,23515.19,23356.8,23911.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 11:30:00+05:30,23361.35,23406.8,23343.5,23391.5,0,1144225335,23375.15,26746439286388.28,247359842938647.88,10613897470,23305.28,23146.76,23107.13,23067.5,23191.92,71.99,76.58,19.67,19.67,23383.28,23197.34,23147.78,22855.85,22988.73,23539.19,22756.38,23343.49,22952.08,23328.47,23174.16,23019.85,False,200.38,23088.52,23461.68,23275.1,23846.98,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-25 11:45:00+05:30,23399.35,23416.35,23359.4,23361.3,0,881757030,23387.88,20622423198011.25,267982266136659.12,11495654500,23311.61,23150.56,23110.29,23070.03,23235.54,74.75,75.67,61.54,61.54,23389.82,23218.63,23168.23,22872.74,23006.37,23567.67,22768.79,23367.95,22968.51,23347.89,23195.61,23043.32,False,217.43,23114.29,23526.6,23320.45,23962.34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 12:00:00+05:30,23440.35,23442.0,23394.5,23399.4,0,782657480,23418.25,18328468531010.0,286310734667669.1,12278311980,23318.41,23154.64,23113.69,23072.75,23271.31,77.45,76.56,98.32,98.32,23404.4,23241.99,23189.15,22890.84,23024.94,23599.99,22778.3,23394.57,22983.73,23368.34,23218.91,23069.49,False,236.32,23140.09,23538.29,23339.19,24063.52,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 12:15:00+05:30,23429.25,23448.85,23417.85,23439.95,0,731566220,23433.35,17143046995668.94,303453781663338.06,13009878200,23324.87,23158.51,23116.92,23075.33,23305.45,75.01,75.78,81.4,81.4,23403.74,23261.72,23208.73,22909.19,23042.18,23626.43,22791.04,23417.58,22999.89,23384.0,23238.95,23093.89,False,205.41,23110.11,23514.07,23312.09,23943.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 12:30:00+05:30,23447.55,23465.25,23416.55,23429.0,0,750233495,23440.9,17586148626005.46,321039930289343.5,13760111695,23331.2,23162.31,23120.09,23077.86,23334.13,76.39,76.09,83.28,83.28,23415.57,23281.3,23232.3,22927.43,23059.41,23647.94,22816.66,23440.12,23024.48,23401.48,23258.81,23116.14,False,201.99,23129.18,23499.12,23314.15,24021.45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 12:45:00+05:30,23375.35,23452.25,23372.35,23447.85,0,830869270,23412.3,19452560447741.84,340492490737085.4,14590980965,23335.82,23165.08,23122.4,23079.71,23360.35,61.35,68.72,3.23,3.23,23418.37,23291.2,23251.45,22944.94,23072.79,23655.68,22847.23,23453.57,23049.34,23413.44,23269.91,23126.39,False,114.67,23061.25,23338.45,23199.85,23921.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-25 13:00:00+05:30,23392.6,23420.5,23369.7,23374.85,0,608220690,23395.1,14229383627032.79,354721874364118.2,15199201655,23338.19,23166.5,23123.58,23080.66,23465.25,63.29,66.0,23.97,23.97,23417.02,23301.88,23273.8,22963.0,23086.3,23655.64,22891.97,23464.72,23082.89,23423.03,23281.6,23140.17,False,114.9,23069.63,23351.55,23210.59,23941.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,WAIT
2026-03-25 13:15:00+05:30,23412.95,23424.3,23371.55,23392.2,0,591576590,23397.93,13841665146744.96,368563539510863.1,15790778245,23340.43,23167.85,23124.7,23081.56,23463.34,65.59,65.8,45.26,45.26,23411.54,23313.58,23298.97,22981.52,23100.05,23644.35,22953.58,23471.66,23126.28,23433.74,23294.11,23154.47,False,116.41,23071.26,23359.93,23215.6,24004.76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 13:30:00+05:30,23432.55,23439.25,23388.1,23414.15,0,741044535,23413.67,17350575758280.86,385914115269144.0,16531822780,23343.71,23169.82,23126.34,23082.87,23461.47,67.77,66.78,76.14,76.14,23412.2,23326.11,23324.78,22998.94,23114.01,23623.81,23025.74,23474.29,23175.26,23445.06,23307.29,23169.52,False,116.52,23086.82,23358.9,23222.86,24041.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,BUY
2026-03-25 13:45:00+05:30,23430.2,23462.8,23419.0,23432.95,0,935841005,23440.9,21936955779667.39,407851071048811.4,17467663785,23348.92,23172.94,23128.95,23084.95,23369.7,67.2,66.99,64.98,64.98,23408.73,23337.07,23351.36,23015.55,23127.25,23576.21,23126.5,23463.78,23238.93,23454.26,23319.0,23183.74,False,95.02,23095.6,23334.45,23215.02,24015.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BUY
2026-03-25 14:00:00+05:30,23390.75,23460.3,23387.45,23430.35,0,1155405515,23423.88,27064074357670.62,434915145406482.0,18623069300,23353.57,23175.73,23131.27,23086.81,23371.56,57.91,62.45,21.04,21.04,23411.81,23342.73,23372.97,23030.99,23138.25,23501.07,23244.87,23437.02,23308.92,23461.61,23325.83,23190.05,False,41.35,23067.0,23340.5,23203.75,23893.19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-25 14:15:00+05:30,23337.25,23403.95,23314.35,23390.3,0,1119592320,23359.15,26152724285716.88,461067869692198.9,19742661620,23353.89,23175.92,23131.43,23086.94,23462.8,47.83,55.14,15.43,15.43,23400.74,23342.15,23379.08,23045.51,23146.54,23485.26,23272.9,23432.17,23325.99,23464.87,23326.92,23188.97,False,-15.75,23066.14,23261.71,23163.93,23769.38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-25 14:30:00+05:30,23357.35,23368.05,23304.5,23337.35,0,1012490435,23336.28,23627755621533.7,484695625313732.56,20755152055,23353.03,23175.41,23131.0,23086.6,23459.83,51.41,53.27,33.39,33.39,23389.62,23343.75,23383.4,23060.68,23155.29,23477.37,23289.43,23430.39,23336.42,23467.23,23329.82,23192.41,False,0.74,23057.7,23321.64,23189.67,23799.19,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,WAIT
2026-03-25 14:45:00+05:30,23334.85,23367.65,23318.5,23357.1,0,1041211325,23343.08,24305074253685.96,509000699567418.56,21796363380,23352.55,23175.12,23130.76,23086.41,23453.62,47.32,50.3,19.48,19.48,23370.08,23342.81,23385.84,23075.08,23162.74,23471.32,23300.36,23428.58,23343.1,23465.75,23330.3,23194.84,False,-23.22,23061.3,23307.2,23184.25,23747.39,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-25 15:00:00+05:30,23300.65,23357.45,23284.1,23332.5,0,3027425720,23320.77,70601912271450.75,579602611838869.2,24823789100,23348.68,23172.8,23128.83,23084.86,23447.65,41.66,45.98,13.81,13.81,23344.17,23338.37,23385.6,23090.91,23168.44,23472.07,23299.13,23428.83,23342.36,23463.49,23327.47,23191.46,False,-55.89,23037.49,23268.79,23153.14,23714.14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-25 15:15:00+05:30,23309.0,23311.4,23273.95,23302.95,0,2372575645,23292.67,55263632948506.7,634866244787376.0,27196364745,23343.79,23169.86,23126.38,23082.9,23437.84,43.52,44.75,37.25,37.25,23327.82,23335.28,23385.32,23107.24,23174.24,23472.78,23297.86,23429.05,23341.59,23458.67,23325.71,23192.75,False,-46.52,23031.97,23283.24,23157.6,23709.74,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,WAIT
2026-03-27 09:15:00+05:30,23057.55,23173.55,23026.35,23173.55,0,1565821950,23099.95,36170409059727.1,36170409059727.1,1565821950,23099.95,23023.56,23004.46,22985.36,23424.73,20.95,32.85,9.14,9.14,23271.88,23306.04,23369.86,23111.59,23169.44,23540.71,23199.02,23455.29,23284.44,23454.75,23300.17,23145.6,False,-277.47,23020.64,22968.28,22994.46,23450.48,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-27 09:30:00+05:30,23052.9,23063.85,23001.6,23056.8,0,1343774520,23032.72,30950788456255.08,67121197515982.18,2909596470,23068.9,23004.93,22988.94,22972.95,23384.89,20.72,26.79,14.42,14.42,23210.99,23279.39,23354.14,23117.76,23164.65,23576.16,23132.11,23465.15,23243.12,23429.7,23276.62,23123.55,False,-262.48,22995.11,22976.7,22985.9,23428.81,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-27 09:45:00+05:30,22991.4,23054.6,22979.45,23053.55,0,1225302760,23017.02,28202823541538.16,95324021057520.34,4134899230,23053.53,22995.71,22981.25,22966.8,23338.9,17.88,22.33,3.6,3.6,23142.3,23249.07,23332.08,23122.5,23157.54,23603.47,23060.69,23467.78,23196.38,23402.39,23249.46,23096.53,False,-299.37,23006.98,23047.05,23027.01,23012.21,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-27 10:00:00+05:30,22979.85,23034.95,22977.55,22992.25,0,1040897495,23006.25,23947147994343.75,119271169051864.1,5175796725,23044.02,22990.0,22976.5,22962.99,23288.57,17.38,19.86,1.17,1.17,23078.14,23220.73,23311.65,23127.93,23150.26,23623.66,22999.65,23467.66,23155.65,23374.81,23223.78,23072.75,False,-287.87,22992.29,23059.46,23025.88,23090.38,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,WAIT
2026-03-27 10:15:00+05:30,23005.75,23014.05,22968.5,22980.5,0,906276800,22991.28,20836459488934.38,140107628540798.45,6082073525,23036.16,22985.29,22972.57,22959.85,23238.81,22.86,21.36,39.07,39.07,23017.49,23198.09,23293.87,23133.29,23144.35,23633.28,22954.47,23463.58,23124.17,23351.05,23203.02,23054.99,False,-242.7,22975.6,23082.24,23028.92,23151.19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-27 10:30:00+05:30,22988.5,23038.65,22987.0,23006.75,0,893230580,23012.83,20555759196647.6,160663387737446.06,6975304105,23033.17,22983.49,22971.07,22958.65,23190.15,21.78,21.57,23.23,23.23,23003.68,23176.03,23273.33,23139.7,23137.99,23634.87,22911.79,23454.1,23092.56,23328.38,23182.59,23036.79,False,-239.46,22981.56,23075.98,23028.77,23139.01,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,WAIT
2026-03-27 10:45:00+05:30,22973.3,22989.4,22949.75,22989.15,0,889946365,22969.58,20441689950662.52,181105077688108.6,7865250470,23025.98,22979.18,22967.48,22955.78,23150.26,20.8,21.18,26.49,26.49,22987.76,23154.69,23249.98,23146.38,23131.28,23626.13,22873.82,23438.06,23061.9,23305.13,23162.66,23020.18,False,-233.02,22957.5,23099.22,23028.36,23072.39,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,WAIT
2026-03-27 11:00:00+05:30,22991.0,23001.15,22967.1,22973.5,0,893057220,22984.12,20526138776632.5,201631216464741.1,8758307690,23021.71,22976.62,22965.34,22954.07,23110.16,25.19,23.19,46.4,46.4,22987.68,23137.45,23228.06,23152.23,23125.57,23611.24,22844.89,23419.65,23036.48,23285.06,23146.31,23007.56,False,-196.19,22959.28,23118.83,23039.05,23202.76,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-27 11:15:00+05:30,22935.2,22992.7,22928.05,22990.45,0,905412750,22960.38,20788616269781.25,222419832734522.38,9663720440,23015.96,22973.17,22962.47,22951.77,23078.07,21.05,22.12,6.46,6.46,22978.75,23116.16,23202.45,23156.36,23117.84,23592.29,22812.61,23397.37,23007.53,23264.48,23126.2,22987.92,False,-229.12,22956.99,23163.95,23060.47,23127.89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-03-27 11:30:00+05:30,22950.6,22957.3,22929.3,22934.5,0,991393315,22943.3,22745835018565.52,245165667753087.88,10655113755,23009.2,22969.11,22959.09,22949.07,23048.07,24.88,23.5,30.85,30.85,22967.72,23098.73,23181.21,23160.28,23111.06,23577.61,22784.81,23379.41,22983.01,23243.64,23109.48,22975.31,False,-194.74,22869.77,23136.25,23003.01,23107.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-03-27 11:45:00+05:30,22946.65,22961.8,22938.8,22950.55,0,768451035,22950.3,17636182388912.87,262801850142000.75,11423564790,23005.24,22966.73,22957.11,22947.48,23024.07,24.54,24.02,25.44,25.44,22959.35,23082.72,23158.91,23163.08,23104.39,23555.42,22762.4,23357.17,22960.66,23223.73,23093.97,22964.21,False,-179.79,22862.77,23103.82,22983.29,23045.5,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,SELL
2026-03-27 12:00:00+05:30,22934.15,22954.25,22917.7,22946.65,0,845054595,22935.97,19382150734455.67,282184000876456.44,12268619385,23000.47,22963.87,22954.72,22945.57,23004.86,23.39,23.71,21.93,21.93,22951.52,23067.08,23134.97,23166.53,23097.51,23524.66,22745.29,23329.82,22940.13,23205.67,23078.75,22951.83,False,-172.71,22839.27,23130.32,22984.8,22999.69,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,SELL
2026-03-27 12:15:00+05:30,22961.55,22964.25,22906.4,22934.35,0,882416645,22935.33,20238512710831.62,302422513587288.06,13151036030,22996.1,22961.25,22952.54,22943.82,22987.43,31.33,27.52,95.33,95.33,22945.63,23055.97,23111.42,23168.87,23092.01,23481.84,22741.01,23296.63,22926.21,23193.95,23067.59,22941.22,False,-127.96,22844.23,23175.6,23009.91,23029.31,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,WAIT
2026-03-27 12:30:00+05:30,22965.55,22967.55,22930.65,22962.3,0,772985950,22949.1,17739332318066.45,320161845905354.5,13924021980,22993.49,22959.68,22951.23,22942.78,22971.22,32.48,30.0,96.73,96.73,22951.7,23046.46,23088.19,23169.08,23086.91,23431.73,22744.65,23259.96,22916.42,23181.6,23057.87,22934.13,False,-107.48,22842.82,23141.22,22992.02,23038.85,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,WAIT
2026-03-27 12:45:00+05:30,22944.6,22973.2,22939.9,22964.7,0,812276410,22956.55,18647063861337.76,338808909766692.25,14736298390,22991.45,22958.46,22950.21,22941.97,22906.4,29.56,29.78,57.19,57.19,22950.5,23035.73,23065.88,23168.48,23081.17,23383.68,22748.08,23224.78,22906.98,23167.96,23047.08,22926.2,False,-111.88,22845.11,23165.78,23005.44,22930.62,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-03-27 13:00:00+05:30,22943.15,22952.6,22920.0,22945.65,0,788029605,22936.3,18074483275249.47,356883393041941.75,15524327995,22988.65,22956.78,22948.81,22940.85,22907.74,29.36,29.57,55.01,55.01,22949.8,23025.99,23046.18,23167.54,23075.61,23341.18,22751.17,23193.68,22898.67,23155.28,23037.18,22919.09,False,-98.53,22830.4,23108.48,22969.44,22832.4,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,SELL
2026-03-27 13:15:00+05:30,22936.4,22992.95,22935.75,22943.65,0,836746900,22964.35,19215348346160.74,376098741388102.4,16361074895,22987.41,22956.04,22948.19,22940.35,22909.05,28.33,28.95,22.48,22.48,22950.25,23016.56,23025.13,23165.83,23070.01,23284.58,22765.68,23154.86,22895.4,23145.49,23027.59,22909.68,False,-89.96,22852.57,23138.51,22995.54,22872.38,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,SELL
2026-03-27 13:30:00+05:30,22930.95,22949.15,22909.3,22936.4,0,717389970,22929.23,16449196455218.94,392547937843321.4,17078464865,22984.97,22954.57,22946.97,22939.37,22992.95,27.45,28.2,25.88,25.88,22944.13,23007.54,23004.94,23163.7,23064.42,23222.35,22787.52,23113.64,22896.23,23134.38,23018.38,22902.38,False,-80.71,22818.23,23138.15,22978.19,22876.36,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,SELL
2026-03-27 13:45:00+05:30,22924.05,22945.3,22912.75,22930.3,0,868998735,22929.03,19925294059236.01,412473231902557.4,17947463600,22982.26,22952.94,22945.62,22938.29,22991.28,26.3,27.25,17.63,17.63,22935.83,22998.76,22986.11,23162.65,23058.79,23155.65,22816.56,23070.88,22901.33,23122.85,23009.4,22895.94,False,-73.7,22825.56,23155.71,22990.64,22914.61,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,SELL
2026-03-27 14:00:00+05:30,22911.7,22930.6,22884.95,22922.85,0,1153348130,22907.77,26420638782920.83,438893870685478.25,19100811730,22977.76,22950.25,22943.37,22936.49,22989.64,24.24,25.75,24.77,24.77,22929.25,22989.59,22966.24,23161.04,23052.89,23045.61,22886.87,23005.92,22926.56,23112.44,23000.09,22887.75,False,-71.47,22817.74,23151.75,22984.75,22931.89,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,SELL
2026-03-27 14:15:00+05:30,22885.6,22917.1,22872.25,22911.05,0,1213721740,22894.67,27787764540679.48,466681635226157.7,20314533470,22972.8,22947.27,22940.89,22934.5,22985.45,20.44,23.09,17.36,17.36,22917.74,22978.65,22957.64,23159.84,23046.18,23032.49,22882.8,22995.06,22920.22,23100.4,22989.19,22877.98,True,-87.82,22815.72,23136.3,22976.01,22890.14,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-03-27 14:30:00+05:30,22852.9,22886.95,22832.2,22885.15,0,1149432405,22859.57,26275535371533.81,492957170597691.5,21463965875,22966.73,22943.63,22937.85,22932.08,22978.66,16.74,19.92,18.3,18.3,22901.04,22965.41,22947.64,23158.7,23038.44,23022.34,22872.94,22984.99,22910.29,23087.34,22976.21,22865.08,True,-109.03,22818.2,23104.89,22961.55,22921.44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-03-27 14:45:00+05:30,22846.55,22869.2,22840.4,22852.6,0,1343923845,22854.8,30715110430220.88,523672281027912.4,22807889720,22960.14,22939.67,22934.56,22929.44,22966.94,16.11,18.01,14.58,14.58,22884.16,22952.9,22940.4,23157.31,23030.77,23024.71,22856.09,22982.55,22898.25,23072.31,22963.86,22855.41,True,-105.58,22819.27,23120.13,22969.7,22878.65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,SELL
2026-03-27 15:00:00+05:30,22815.2,22845.0,22811.9,22845.0,0,7241392895,22828.45,165309777048197.3,688982058076109.8,30049282615,22928.4,22920.63,22918.69,22916.75,22956.16,13.3,15.66,3.14,3.14,22862.39,22938.4,22932.17,23155.64,23022.15,23031.14,22833.2,22981.65,22882.68,23056.2,22949.7,22843.21,False,-125.74,22809.56,23112.86,22961.21,22860.88,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-03-27 15:15:00+05:30,22835.5,22838.25,22804.8,22814.4,0,6676057630,22821.53,152357818712320.75,841339876788430.5,36725340245,22908.97,22908.97,22908.97,22908.97,22941.74,23.07,19.36,37.37,37.37,22847.15,22927.57,22923.66,23153.18,23014.69,23025.23,22822.08,22974.44,22872.87,23043.34,22938.83,22834.31,False,-95.74,22812.38,23100.13,22956.25,22884.41,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SELL
2026-03-30 09:15:00+05:30,22580.75,22609.8,22472.95,22574.7,0,3511209460,22541.38,79147489141407.5,79147489141407.5,3511209460,22541.38,22761.93,22725.17,22688.41,22925.3,8.9,14.13,27.21,27.21,22786.18,22891.06,22903.27,23140.5,22997.37,23083.37,22723.17,22993.32,22813.22,23040.27,22904.72,22769.18,False,-323.25,22679.61,23046.56,22863.09,22878.96,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,SELL
